dmfm,mlp_gat,mlp,linear,momentum,reversal
1.0262075066566467,0.9831653125584126,0.961800642311573,0.961800642311573,0.9546997025609016,1.0453002974390984
1.0421877526567593,0.9865600782114354,0.9299959034415226,0.9299959034415226,0.9500418955234458,1.0504001283792426
1.0689500392544071,0.9819570942522863,0.9026544826029391,0.9026544826029391,0.9628838797103277,1.03620157366065
1.0727728357957518,0.9804425518789918,0.8866906884948614,0.8866906884948614,0.9840102374944281,1.0134665734774624
1.0803869283230951,0.980312396511413,0.8680730299772702,0.8680730299772702,1.0111749021967158,0.985488734826523
1.1021208263750193,0.9704176179939558,0.8468289031895231,0.8468289031895231,1.0199656354495905,0.9769213064095866
1.1221283449238166,0.9602085742974498,0.8346144852665907,0.8346144852665907,1.0411707129163825,0.9566111202019467
1.1476958224542078,0.9426975685678428,0.813221622243176,0.813221622243176,1.0262821705838412,0.9702904765094367
1.1901659726644203,0.9341593211338279,0.7899358489961016,0.7899358489961016,1.00225051267715,0.9930110201084063
1.2075505432240143,0.9294054257975848,0.7784344072810155,0.7784344072810155,1.0152911190466578,0.980090631772333
1.229738438724213,0.9348157564816376,0.7766873415852427,0.7766873415852427,1.0104163196458134,0.9847964202254255
1.2495763374429742,0.9254765177060041,0.7649917162365252,0.7649917162365252,1.003393122286043,0.9916415388997387
1.2630452797455374,0.8920461189292637,0.7184488084307104,0.7184488084307104,1.0204777007030401,0.9747570597826097
1.274669101915894,0.8731505116805773,0.6904517247810633,0.6904517247810633,1.0046697644248768,0.9898567503266732
1.3024712101322888,0.8558750157426758,0.6610504994059886,0.6610504994059886,0.9868504072056129,1.0074133760504183
1.3221881457908777,0.8313823780662741,0.6271927562814791,0.6271927562814791,0.9874151463589731,1.0068368694462557
1.3247205281712962,0.8063109744862473,0.6112296593961412,0.6112296593961412,1.0076181902026105,0.9862364467245465
1.3323852942862886,0.8255774861981334,0.6350513018426756,0.6350513018426756,0.929952612754971,1.0622539540299358
1.3333203349714537,0.8352721417114752,0.6404023608564497,0.6404023608564497,0.9527236417617079,1.0362433645999236
1.3338573675854208,0.8448785064826995,0.6387414450794359,0.6387414450794359,0.9626962760002968,1.0253964877047403
1.3288441698203535,0.8639450231488448,0.6554536838101789,0.6554536838101789,0.9435480004027745,1.0457918865784925
1.3210481242119012,0.8741852992681486,0.6436305681543425,0.6436305681543425,0.9193218214163518,1.0726432406335955
1.2932937024897362,0.8859957730308982,0.6475106413341426,0.6475106413341426,0.9132593942981723,1.079716739074142
