date,open,high,low,close,volume,change_rate
2021-05-27,39800,39800,27900,27900,1459435,
2021-05-28,26600,28500,25500,25850,491112,-7.347670250896058
2021-05-31,25800,25850,23050,23150,352366,-10.444874274661508
2021-06-01,23050,23350,21700,22250,337189,-3.8876889848812093
2021-06-02,21900,22200,21500,21750,96806,-2.247191011235955
2021-06-03,21850,22450,21550,21800,84910,0.22988505747126436
2021-06-04,21700,22000,21450,21700,70349,-0.45871559633027525
2021-06-07,21900,22300,21650,21700,115949,0.0
2021-06-08,21750,21750,21400,21550,59993,-0.6912442396313364
2021-06-09,21450,21650,21100,21100,98936,-2.088167053364269
2021-06-10,21100,21200,20650,20650,74346,-2.132701421800948
2021-06-11,20650,20900,20450,20750,41137,0.48426150121065376
2021-06-14,20900,21250,20750,20950,47996,0.9638554216867471
2021-06-15,21050,21600,20900,21400,75987,2.1479713603818613
2021-06-16,21350,21500,21150,21300,64338,-0.46728971962616817
2021-06-17,21200,21250,20900,21000,36933,-1.4084507042253522
2021-06-18,21150,21200,20950,21200,30774,0.9523809523809524
2021-06-21,21150,21200,20900,21000,28439,-0.9433962264150944
2021-06-22,21000,21050,20900,21000,21487,0.0
2021-06-23,21000,21250,20850,20950,42285,-0.2380952380952381
2021-06-24,21050,21050,20350,20400,79748,-2.6252983293556085
2021-06-25,20350,20600,20300,20450,26102,0.24509803921568626
2021-06-28,20450,20600,20300,20400,26413,-0.24449877750611246
2021-06-29,20500,20500,20150,20150,36923,-1.2254901960784315
2021-06-30,20200,20200,19200,19450,54352,-3.4739454094292808
2021-07-01,19500,19500,19000,19200,24025,-1.2853470437017995
2021-07-02,19200,19200,19050,19050,14232,-0.78125
2021-07-05,18950,18950,18500,18550,35590,-2.6246719160104988
2021-07-06,18450,18450,18150,18400,29699,-0.8086253369272237
2021-07-07,18400,18400,17850,17850,45508,-2.989130434782609
2021-07-08,17800,17800,17200,17300,28755,-3.081232492997199
2021-07-09,17000,17150,16950,17150,28997,-0.8670520231213872
2021-07-12,17200,17450,17200,17350,22732,1.1661807580174928
2021-07-13,17350,17350,17100,17100,26749,-1.440922190201729
2021-07-14,17100,17450,17100,17450,12251,2.046783625730994
2021-07-15,17350,18100,17350,18050,17218,3.4383954154727796
2021-07-16,17950,18100,17950,18100,11323,0.2770083102493075
2021-07-19,18050,18150,17950,18000,9199,-0.5524861878453038
2021-07-20,17800,18100,17750,18000,10113,0.0
2021-07-21,18000,18050,17950,18000,13881,0.0
2021-07-22,18000,18000,17900,17950,8567,-0.2777777777777778
2021-07-23,18050,18050,17900,18000,7913,0.2785515320334262
2021-07-26,18000,18000,17700,17700,12557,-1.6666666666666667
2021-07-27,17650,17700,17550,17650,7682,-0.2824858757062147
2021-07-28,17650,17650,17500,17500,6182,-0.84985835694051
2021-07-29,17450,17600,17450,17600,3310,0.5714285714285714
2021-07-30,17600,17600,17350,17400,8784,-1.1363636363636365
2021-08-02,17850,17850,17550,17600,8596,1.1494252873563218
2021-08-03,17550,17550,17400,17400,5871,-1.1363636363636365
2021-08-04,17400,17450,17350,17400,6021,0.0
2021-08-05,17350,17750,17350,17600,6121,1.1494252873563218
2021-08-06,17600,17650,17500,17550,6812,-0.2840909090909091
2021-08-09,17550,17550,17400,17450,7067,-0.5698005698005698
2021-08-10,17450,17450,17250,17400,4580,-0.28653295128939826
2021-08-11,17000,17350,17000,17200,5548,-1.1494252873563218
2021-08-12,17050,17100,17050,17050,7956,-0.872093023255814
2021-08-13,17000,17000,16850,16850,14990,-1.1730205278592376
2021-08-17,16800,16850,16650,16650,12392,-1.1869436201780417
2021-08-18,16400,16450,16400,16400,13529,-1.5015015015015014
2021-08-19,16350,16350,15550,15550,17961,-5.182926829268292
2021-08-20,15600,15600,14900,14900,12039,-4.180064308681672
2021-08-23,15150,15150,14850,14850,11627,-0.33557046979865773
2021-08-24,14900,15250,14900,15250,8726,2.6936026936026933
2021-08-25,15250,15250,15050,15050,8764,-1.3114754098360655
2021-08-26,15050,15050,14950,15000,5972,-0.33222591362126247
2021-08-27,14950,15050,14950,15050,6267,0.33333333333333337
2021-08-30,15100,15400,15100,15400,4428,2.3255813953488373
2021-08-31,15300,15450,15200,15250,6955,-0.974025974025974
2021-09-01,15250,15250,15000,15250,7253,0.0
2021-09-02,15250,15250,15200,15200,4244,-0.32786885245901637
2021-09-03,15250,15300,15200,15300,5224,0.6578947368421052
2021-09-06,15350,15350,15200,15350,7854,0.32679738562091504
2021-09-07,15800,16000,15800,15950,12952,3.908794788273615
2021-09-08,15900,15900,15750,15900,2868,-0.3134796238244514
2021-09-09,15900,16350,15850,16200,5535,1.8867924528301887
2021-09-10,16200,16200,15850,16100,5293,-0.6172839506172839
2021-09-13,16100,16100,15900,16000,1960,-0.6211180124223602
2021-09-14,16000,16000,15850,16000,2515,0.0
2021-09-15,16250,16250,15950,15950,3317,-0.3125
2021-09-16,16000,16000,15800,15800,4609,-0.9404388714733543
2021-09-17,15800,15800,15550,15650,4279,-0.949367088607595
2021-09-23,15650,15650,15500,15500,3070,-0.9584664536741214
2021-09-24,15450,15600,15400,15550,3436,0.3225806451612903
2021-09-27,15250,15550,15250,15450,5238,-0.6430868167202572
2021-09-28,15300,15350,15250,15300,4646,-0.9708737864077669
2021-09-29,14900,15000,14850,14900,13332,-2.6143790849673203
2021-09-30,14900,15100,14900,15000,3203,0.6711409395973155
2021-10-01,14900,14900,14350,14350,13286,-4.333333333333334
2021-10-05,14200,14200,13700,13700,17908,-4.529616724738676
2021-10-06,13750,13750,13300,13300,11289,-2.9197080291970803
2021-10-07,13300,13600,13250,13500,10402,1.5037593984962405
2021-10-08,13550,13800,13500,13800,3095,2.2222222222222223
2021-10-12,13600,13800,13600,13650,3756,-1.0869565217391304
2021-10-13,13800,13800,13600,13700,2493,0.3663003663003663
2021-10-14,13700,13850,13650,13850,3155,1.094890510948905
2021-10-15,14100,14200,14000,14000,2654,1.083032490974729
2021-10-18,14200,14200,14000,14000,3600,0.0
2021-10-19,13950,14050,13950,14050,3175,0.35714285714285715
2021-10-20,14150,14150,13950,13950,2899,-0.7117437722419928
2021-10-21,13850,13850,13550,13600,12022,-2.5089605734767026
2021-10-22,13650,13700,13550,13650,4382,0.3676470588235294
