date,open,high,low,close,volume,change_rate
2019-10-18,3453,4488,3453,4489,2385,
2019-10-21,5833,5833,5833,5833,1858,29.939852973936286
2019-10-22,7574,7574,7574,7575,6563,29.86456368935368
2019-10-23,9819,9819,9490,9819,89947,29.62376237623762
2019-10-24,11221,12721,11125,12721,205643,29.554944495366126
2019-10-25,14752,16494,14752,16494,38942,29.659617954563323
2019-10-28,0,0,0,16494,0,0.0
2019-10-29,21427,21427,13156,13834,974821,-16.127076512671273
2019-10-30,14075,17219,12430,15236,1116585,10.134451351742085
2019-10-31,14801,17896,13350,13979,620535,-8.250196902074034
2019-11-01,14510,15236,13350,13592,169834,-2.7684383718434793
2019-11-04,13543,13543,11898,12092,103828,-11.03590347263096
2019-11-05,11898,11947,10157,10303,122333,-14.79490572279193
2019-11-06,10157,11657,10012,10593,130653,2.8147141609240025
2019-11-07,10689,10786,9722,9819,47008,-7.306711979609176
2019-11-08,9867,11318,9673,10061,220864,2.46460943069559
2019-11-11,10012,10447,9722,10061,84930,0.0
2019-11-12,10205,10254,9673,10158,109586,0.9641188748633336
2019-11-13,10205,10447,9770,10158,124240,0.0
2019-11-14,10205,10205,9915,10206,74335,0.47253396337861786
2019-11-15,10447,12382,10254,10496,911868,2.8414658044287675
2019-11-18,12624,12769,10738,11077,350891,5.5354420731707314
2019-11-19,10883,11076,10109,10641,170401,-3.9360837771959916
2019-11-20,10883,11221,9867,10061,104331,-5.450615543651913
2019-11-21,9819,10109,9451,9490,48036,-5.675380180896531
2019-11-22,9354,9528,8706,8813,54909,-7.133825079030559
2019-11-25,8890,8929,8754,8794,19930,-0.2155906047883808
2019-11-26,8774,8803,8425,8668,34410,-1.4327950875596998
2019-11-27,8638,8832,8445,8445,23474,-2.572681125980618
2019-11-28,8667,8667,8164,8184,18860,-3.0905861456483126
2019-11-29,8203,8261,7971,8039,10084,-1.7717497556207236
2019-12-02,8029,8455,7671,7904,29625,-1.6793133474312727
2019-12-03,8010,10254,7787,10254,408850,29.731781376518217
2019-12-04,10786,11608,8803,8832,723115,-13.867758923346987
2019-12-05,8561,8706,7864,7933,115936,-10.178894927536232
2019-12-06,8010,10254,7855,8445,682370,6.45405269128955
2019-12-09,9093,9257,8290,8407,113689,-0.4499703966844287
2019-12-10,8445,10883,8445,9132,906068,8.623765909361246
2019-12-11,9335,11221,9054,10545,1104170,15.473061760840997
2019-12-12,10496,10738,9964,10013,212820,-5.045045045045045
2019-12-13,10641,11657,10205,11657,767760,16.418655747528213
2019-12-16,12817,14946,12237,14704,2138358,26.138800720597068
2019-12-17,13736,16300,13204,13350,1823761,-9.208378672470076
2019-12-18,13156,14317,12479,12479,542862,-6.52434456928839
2019-12-19,12817,13882,12430,13060,548535,4.655821780591394
2019-12-20,12769,13156,11898,12044,206445,-7.779479326186831
2019-12-23,11802,11947,10931,11077,160103,-8.028894055131186
2019-12-24,10931,12963,10883,11754,966829,6.111763112756162
2019-12-26,11560,12527,10931,11560,705928,-1.6505019567806705
2019-12-27,11898,12576,11753,11754,394788,1.6782006920415224
2019-12-30,11947,12334,11705,11705,155052,-0.41687936021779814
2020-01-02,11657,12237,11657,11802,111180,0.8287056813327637
2020-01-03,12140,12237,11463,11851,141745,0.41518386714116245
2020-01-06,11608,11608,11125,11270,59989,-4.90253987005316
2020-01-07,11415,11511,10883,11125,38009,-1.2866015971606033
2020-01-08,11125,11125,9819,10109,124364,-9.132584269662921
2020-01-09,10544,11511,9964,10641,112737,5.26263725393214
2020-01-10,10834,11608,10641,10786,183574,1.3626538859129782
2020-01-13,10883,10931,10254,10545,42634,-2.2343778972742445
2020-01-14,10834,11898,10834,10980,250005,4.125177809388336
2020-01-15,11173,11270,10883,10980,44208,0.0
2020-01-16,11125,11125,10738,10883,44346,-0.883424408014572
2020-01-17,10931,10979,10641,10883,29120,0.0
2020-01-20,10883,10931,10544,10738,30774,-1.3323532114306718
2020-01-21,10931,11028,10447,10496,34573,-2.2536785248649656
2020-01-22,10496,11173,10447,10738,101240,2.305640243902439
2020-01-23,10689,10931,10447,10448,39707,-2.7006891413671075
2020-01-28,10157,10205,9770,9916,31131,-5.091883614088821
2020-01-29,10109,10205,9770,9867,23055,-0.49415086728519564
2020-01-30,9915,11270,9770,10061,285088,1.9661497922367488
2020-01-31,9964,10012,9577,9645,41069,-4.134777855083987
2020-02-03,9519,9625,9296,9480,16309,-1.7107309486780715
2020-02-04,9528,10351,9528,9664,69483,1.9409282700421944
2020-02-05,9819,10109,9673,9771,37353,1.1072019867549667
2020-02-06,9819,10060,9673,9867,19296,0.9824992324224747
2020-02-07,9867,9964,9673,9771,27577,-0.972940103374886
2020-02-10,9770,9867,9673,9771,18406,0.0
2020-02-11,9867,10689,9819,9916,142765,1.4839832156381128
2020-02-12,10060,10060,9819,9819,30756,-0.9782170229931424
2020-02-13,9819,9964,9722,9819,20043,0.0
2020-02-14,9819,10109,9673,9771,45347,-0.488848151542927
2020-02-17,9722,9867,9722,9722,16812,-0.5014839832156381
2020-02-18,9722,9867,9586,9635,18402,-0.8948775972022217
2020-02-19,9722,9770,9335,9558,20337,-0.7991696938245979
2020-02-20,9635,10254,9383,10013,124817,4.760410127641766
2020-02-21,9673,9915,9490,9664,40302,-3.4854688904424247
2020-02-24,9286,9383,8909,8910,28483,-7.802152317880795
2020-02-25,8909,9354,8803,8929,16692,0.2132435465768799
2020-02-26,8677,8909,8619,8774,7404,-1.735916675999552
2020-02-27,8900,8900,8280,8281,10687,-5.6188739457488035
2020-02-28,8019,8155,7710,7710,15885,-6.895302499698104
2020-03-02,8019,8019,7710,7797,12026,1.1284046692607004
2020-03-03,8164,8164,7797,7826,9476,0.3719379248428883
2020-03-04,7932,8087,7864,8087,7670,3.335037055967289
2020-03-05,8271,8425,8068,8136,9579,0.6059107209101027
2020-03-06,8106,8145,7893,8058,4849,-0.9587020648967551
2020-03-09,7835,8048,7458,7555,22129,-6.242243732936212
2020-03-10,7061,7835,7061,7507,22227,-0.6353408338848444
2020-03-11,7555,7565,6936,6936,16730,-7.606234181430664
2020-03-12,6936,6945,5997,6056,30005,-12.687427912341406
2020-03-13,5988,5988,4614,5504,24753,-9.114927344782034
2020-03-16,5581,5872,5272,5272,15080,-4.215116279069767
2020-03-17,5272,5272,4933,5118,18493,-2.921092564491654
2020-03-18,5407,5407,4807,4808,17177,-6.05705353653771
2020-03-19,4740,5049,3966,4179,11140,-13.082362728785357
2020-03-20,4179,5417,4116,5059,145257,21.05766929887533
2020-03-23,4459,5127,4353,4614,52853,-8.796204783554062
2020-03-24,4822,5997,4817,5998,135288,29.995665366276548
2020-03-25,7110,7352,6288,6336,190414,5.635211737245749
2020-03-26,6210,6713,5997,6433,50429,1.5309343434343434
2020-03-27,6839,7516,5920,6211,84901,-3.4509560080833204
2020-03-30,6046,6288,5688,6278,21340,1.0787312832072131
2020-03-31,6578,6578,6075,6249,36201,-0.4619305511309334
2020-04-01,6142,7023,5775,6317,73808,1.0881741078572573
2020-04-02,6317,6597,6094,6317,16926,0.0
2020-04-03,6423,6723,6230,6385,38999,1.0764603451005224
2020-04-06,6384,6868,6384,6617,47227,3.6335160532498043
2020-04-07,6820,6820,6539,6636,17730,0.2871391869427233
2020-04-08,6810,8503,6578,7710,271476,16.184448462929478
2020-04-09,8222,9654,7719,9103,434769,18.067444876783398
2020-04-10,8416,8832,7932,8029,165441,-11.798308250027462
2020-04-13,8222,8590,7700,7700,57949,-4.097646033129904
2020-04-14,8338,9403,7951,8465,725330,9.935064935064936
2020-04-16,8513,10060,8077,8948,513614,5.7058476077968105
2020-04-17,8600,9141,8513,8881,99578,-0.7487706750111757
2020-04-20,8880,8967,8590,8736,63907,-1.6326990203805878
2020-04-21,8629,8851,7932,8416,67762,-3.6630036630036633
2020-04-22,8406,8406,8145,8358,16092,-0.6891634980988594
2020-04-23,8358,8425,8174,8300,19037,-0.6939459200765733
2020-04-24,8300,8455,8000,8126,13996,-2.096385542168675
2020-04-27,8135,8416,7951,8145,16226,0.2338173763229141
2020-04-28,8145,8416,8097,8155,12838,0.12277470841006752
2020-04-29,8222,8222,7932,8194,12311,0.47823421213979156
2020-05-04,8193,8193,7855,7913,11643,-3.4293385403954115
2020-05-06,7922,8126,7787,8020,12888,1.3522052318968785
2020-05-07,7893,8048,7787,7884,6860,-1.6957605985037407
2020-05-08,7913,8261,7903,8029,7426,1.8391679350583459
2020-05-11,8193,10399,7845,10399,1002837,29.517997259932745
2020-05-12,11802,13446,11221,12238,2427602,17.6843927300702
2020-05-13,12334,14123,11608,12818,1308694,4.739336492890995
2020-05-14,12382,15381,12092,12673,1293416,-1.1312217194570136
2020-05-15,11898,13204,11463,11947,782122,-5.728714590073385
2020-05-18,12140,13349,11753,12479,543459,4.453000753327195
2020-05-19,12430,13204,12044,12092,226351,-3.101210032855197
2020-05-20,12285,13882,12092,12915,593954,6.806152828316242
2020-05-21,12817,13446,12624,12624,212585,-2.253193960511034
2020-05-22,12527,13640,12285,12866,395946,1.9169835234474015
2020-05-25,12817,13882,12672,12915,635440,0.38084874863982593
2020-05-26,13011,15188,12914,13543,1746819,4.8625629113433995
2020-05-27,13350,13978,13059,13157,189848,-2.850180905264712
2020-05-28,13156,14123,12189,12673,463759,-3.678650148210078
2020-05-29,12430,12817,12189,12479,74666,-1.530813540598122
2020-06-01,12817,12866,12189,12528,71051,0.39265966824264764
2020-06-02,12285,12479,11947,12189,70998,-2.7059386973180075
2020-06-03,12189,12576,11753,11899,60705,-2.3791943555664945
2020-06-04,11995,12044,10931,11125,71130,-6.504748298176318
2020-06-05,11028,11657,10883,11367,59228,2.1752808988764043
2020-06-08,11463,12092,11415,11851,64780,4.257939649863641
2020-06-09,12092,12430,11753,12238,179439,3.2655472112058055
2020-06-10,12866,15865,12479,15865,1207823,29.637195620199382
2020-06-11,17316,20605,15623,20605,1416374,29.87708792940435
2020-06-12,21572,26748,21427,26748,509923,29.813152147537004
2020-06-15,34729,34729,20605,21186,2145811,-20.79407806191117
2020-06-16,23265,25539,20508,22153,656281,4.564334938166715
2020-06-17,20557,26796,20170,22637,752940,2.184805669660994
2020-06-18,22878,23314,20605,20654,210470,-8.759994698944206
2020-06-19,21476,22250,17461,18235,200471,-11.712017042703593
2020-06-22,17896,19202,16203,17800,200595,-2.385522347134631
2020-06-23,17993,23120,17945,23121,883458,29.89325842696629
2020-06-24,24571,25248,20073,20847,794921,-9.835214739846892
2020-06-25,20073,21379,19154,20073,102927,-3.712764426536192
2020-06-26,20218,20702,19251,19783,42226,-1.4447267473720917
2020-06-29,19251,20798,19057,19541,51879,-1.2232725066976697
2020-06-30,20315,20895,19057,19590,49316,0.25075482319226244
2020-07-01,20025,20266,18186,18429,61427,-5.926493108728943
2020-07-02,18428,23604,17219,21766,623944,18.107330837267348
2020-07-03,20121,21234,19251,19928,187518,-8.444362767619221
2020-07-06,19976,21766,19251,20122,144780,0.9735046166198315
2020-07-07,20170,20847,19396,20218,60959,0.47708975250969093
2020-07-08,20218,20750,19444,20267,95937,0.24235829458898012
2020-07-09,20944,23023,20557,21766,335024,7.396259929935363
2020-07-10,22346,23120,21330,21573,254087,-0.8867040338142056
2020-07-13,21959,26216,21089,23556,1059185,9.19204561257127
2020-07-14,23991,25152,20750,21379,231797,-9.24180675836305
2020-07-15,21234,23023,20605,21476,141060,0.4537162636231816
2020-07-16,21282,21814,20653,20654,47988,-3.8275284037995903
2020-07-17,20653,21476,20411,20896,36224,1.1716858719860561
2020-07-20,21379,21476,20750,21234,48556,1.6175344563552834
2020-07-21,21330,22878,20992,21524,171973,1.365734199868136
2020-07-22,21814,22008,20847,21138,47483,-1.7933469615313138
2020-07-23,21137,21282,20218,20702,57986,-2.0626360109754946
2020-07-24,20170,22008,20121,20509,62288,-0.9322770746787751
2020-07-27,21476,23604,20702,21138,233854,3.0669462187332392
2020-07-28,21524,21814,20798,21186,64373,0.22707919386886177
2020-07-29,23169,25442,21814,22250,261930,5.022184461436798
2020-07-30,22733,22733,21427,21815,42890,-1.955056179775281
2020-07-31,21330,22008,21330,21766,29107,-0.22461608984643594
2020-08-03,21476,22008,21282,21524,25924,-1.1118257833318017
2020-08-04,21863,22056,21282,21524,30933,0.0
2020-08-05,21911,21911,20992,21186,32583,-1.5703400854859693
