date,open,high,low,close,volume,change_rate
2020-09-22,65000,69500,45500,45500,708165,
2020-09-23,45000,47000,34250,39450,1705999,-13.296703296703297
2020-09-24,37000,41450,36100,37150,570786,-5.830164765525982
2020-09-25,38000,44850,35650,36050,725075,-2.9609690444145356
2020-09-28,37500,38850,35650,35700,117575,-0.9708737864077669
2020-09-29,36350,36800,33700,35800,182542,0.2801120448179272
2020-10-05,35000,35450,34000,34500,107052,-3.6312849162011176
2020-10-06,34700,35600,33800,33950,111685,-1.5942028985507246
2020-10-07,33750,33850,33350,33500,56396,-1.3254786450662739
2020-10-08,33750,33950,31750,31750,119881,-5.223880597014925
2020-10-12,31750,31800,29600,29950,148506,-5.669291338582677
2020-10-13,30050,32800,28900,30450,346565,1.669449081803005
2020-10-14,30500,36950,30100,33250,678497,9.195402298850574
2020-10-15,32900,33000,30200,30200,182621,-9.172932330827068
2020-10-16,29700,31450,27650,28650,133464,-5.132450331125828
2020-10-19,29350,31600,28350,29650,108317,3.4904013961605584
2020-10-20,29300,30500,28950,29700,58022,0.16863406408094433
2020-10-21,29950,31150,29350,30200,44544,1.6835016835016834
2020-10-22,30050,30950,29400,30100,57802,-0.33112582781456956
2020-10-23,30300,30550,29150,29150,52268,-3.1561461794019934
2020-10-26,29150,29200,26750,26900,63753,-7.718696397941681
2020-10-27,26350,28350,26100,26700,74178,-0.7434944237918215
2020-10-28,27000,27300,26600,26750,40855,0.18726591760299627
2020-10-29,25750,26700,25700,26250,33551,-1.8691588785046727
2020-10-30,26150,27250,25750,25850,42508,-1.5238095238095237
2020-11-02,26000,26150,25200,25350,35197,-1.9342359767891684
2020-11-03,25700,25750,24800,24850,73326,-1.9723865877712032
2020-11-04,24900,26250,24700,25250,77755,1.6096579476861168
2020-11-05,25250,26500,25200,25700,47388,1.782178217821782
2020-11-06,26050,26100,25400,25650,24525,-0.19455252918287938
2020-11-09,25800,28800,25800,27400,177347,6.82261208576998
2020-11-10,27050,28500,26600,27800,85574,1.4598540145985401
2020-11-11,27900,28150,27150,27350,34459,-1.618705035971223
2020-11-12,27500,28250,27150,27300,35204,-0.18281535648994515
2020-11-13,27300,27800,26650,26750,31266,-2.0146520146520146
2020-11-16,27000,27000,26150,26250,31265,-1.8691588785046727
2020-11-17,26000,28800,25950,27200,76604,3.619047619047619
2020-11-18,27250,27300,26600,26950,33884,-0.9191176470588236
2020-11-19,26850,27300,26150,26500,34016,-1.6697588126159555
2020-11-20,26350,26750,26000,26100,25331,-1.509433962264151
2020-11-23,25850,26700,25850,26100,34511,0.0
2020-11-24,26450,26450,25650,25950,31760,-0.5747126436781609
2020-11-25,26100,26450,25450,26150,41919,0.7707129094412332
2020-11-26,26900,28650,26650,27100,111785,3.632887189292543
2020-11-27,27150,27150,26200,26700,39966,-1.4760147601476015
2020-11-30,26700,26700,26000,26400,26512,-1.1235955056179776
2020-12-01,26450,27300,25900,26900,44437,1.893939393939394
2020-12-02,27000,27050,26200,26400,24042,-1.858736059479554
2020-12-03,26100,26400,25850,25900,29168,-1.893939393939394
2020-12-04,26150,26150,25500,25750,22151,-0.5791505791505791
2020-12-07,25500,25550,24700,24900,32483,-3.300970873786408
2020-12-08,24700,25650,24450,24800,27227,-0.4016064257028112
2020-12-09,24850,25300,24550,24850,16928,0.20161290322580644
2020-12-10,24800,25650,24500,25500,29539,2.61569416498994
2020-12-11,25500,26050,25350,25900,21710,1.5686274509803921
2020-12-14,26050,26050,25400,25900,19181,0.0
2020-12-15,25650,26000,25400,25850,13067,-0.19305019305019305
2020-12-16,25900,26050,25350,25400,19775,-1.7408123791102514
2020-12-17,25350,25550,24800,25200,26000,-0.7874015748031495
2020-12-18,25250,26700,24950,26450,68488,4.9603174603174605
2020-12-21,26400,26900,25650,26600,29721,0.5671077504725899
2020-12-22,26150,26750,25500,25800,28157,-3.007518796992481
2020-12-23,25900,26400,25250,25750,26856,-0.1937984496124031
2020-12-24,25900,26050,25500,25750,15932,0.0
2020-12-28,25800,26200,25400,25750,17211,0.0
2020-12-29,25450,26100,25200,26100,17400,1.3592233009708738
2020-12-30,26100,27350,25700,27250,62736,4.406130268199234
2021-01-04,27250,27250,26550,26750,35872,-1.834862385321101
2021-01-05,26600,27000,26150,26200,31473,-2.0560747663551404
2021-01-06,26500,26500,25450,25700,37033,-1.9083969465648856
2021-01-07,25700,26350,25550,25800,30838,0.38910505836575876
2021-01-08,25800,26000,25200,25800,33369,0.0
2021-01-11,25850,26250,24850,25300,57434,-1.937984496124031
2021-01-12,25350,25550,24900,25300,20208,0.0
2021-01-13,25500,25600,25000,25350,18510,0.1976284584980237
2021-01-14,25400,25700,25300,25500,18225,0.591715976331361
2021-01-15,25700,26200,25400,25850,24403,1.3725490196078431
2021-01-18,25850,25900,25200,25400,18946,-1.7408123791102514
2021-01-19,25400,25900,25250,25600,15898,0.7874015748031495
2021-01-20,25500,25600,25100,25300,26877,-1.171875
2021-01-21,25250,25550,25100,25300,23790,0.0
2021-01-22,25400,25400,25000,25100,21489,-0.7905138339920948
2021-01-25,25100,25350,24900,25000,20526,-0.398406374501992
2021-01-26,25050,25250,24800,24900,21110,-0.4
2021-01-27,24750,24950,24400,24450,22573,-1.8072289156626504
2021-01-28,24450,24450,23600,23800,30830,-2.658486707566462
2021-01-29,23850,23950,22400,22500,28508,-5.46218487394958
2021-02-01,22400,23000,22150,22650,16997,0.6666666666666667
2021-02-02,23050,26300,22800,24900,99295,9.933774834437086
2021-02-03,24900,25750,24000,25700,54303,3.2128514056224895
2021-02-04,25600,25900,25100,25500,33904,-0.7782101167315175
2021-02-05,25550,25750,24600,24950,21817,-2.156862745098039
2021-02-08,24950,25200,24350,24650,10795,-1.2024048096192386
2021-02-09,24450,25250,24350,24800,8575,0.6085192697768762
2021-02-10,24550,24950,24250,24750,6814,-0.20161290322580644
2021-02-15,24850,24850,24150,24400,8648,-1.4141414141414141
