date,open,high,low,close,volume,change_rate
2017-10-30,68000,88400,68000,88400,268264,
2017-10-31,94000,114500,90100,114500,460821,29.524886877828056
2017-11-01,129500,132000,108500,108500,397464,-5.240174672489083
2017-11-02,111500,111500,91000,93000,230881,-14.285714285714285
2017-11-03,93000,104500,91600,92900,229421,-0.10752688172043011
2017-11-06,93100,93500,85600,86800,86255,-6.566200215285253
2017-11-07,85100,89100,82800,83100,66404,-4.262672811059908
2017-11-08,84500,88500,83200,83500,72194,0.48134777376654636
2017-11-09,84800,87900,83500,87300,37012,4.550898203592815
2017-11-10,87500,87500,84600,85100,20985,-2.520045819014891
2017-11-13,86200,86300,82000,82400,25626,-3.172737955346651
2017-11-14,81400,81900,78500,79000,30285,-4.12621359223301
2017-11-15,79400,81300,76800,78300,34311,-0.8860759493670887
2017-11-16,78500,78500,76600,77300,18364,-1.277139208173691
2017-11-17,76700,82000,76100,80200,24598,3.751617076326003
2017-11-20,80700,81800,79300,79300,18462,-1.1221945137157108
2017-11-21,79300,79300,77000,77000,14413,-2.900378310214376
2017-11-22,79800,100000,79200,89000,416272,15.584415584415584
2017-11-23,91100,93000,82200,82900,91004,-6.853932584269663
2017-11-24,83200,84800,80400,80400,39645,-3.0156815440289506
2017-11-27,79900,80100,78100,78300,22402,-2.6119402985074625
2017-11-28,78400,93800,78400,81500,202953,4.086845466155811
2017-11-29,80200,84300,79400,82500,27960,1.2269938650306749
2017-11-30,82800,83200,81100,81700,14816,-0.9696969696969697
2017-12-01,78600,79000,75200,75700,285611,-7.343941248470013
2017-12-04,77100,77700,75200,75500,29989,-0.26420079260237783
2017-12-05,75600,75700,74000,74200,31328,-1.7218543046357615
2017-12-06,73300,74000,71000,71000,34410,-4.31266846361186
2017-12-07,70100,71500,68200,68800,27022,-3.0985915492957745
2017-12-08,68300,71400,68200,68400,21509,-0.5813953488372093
2017-12-11,71200,71200,67900,68000,17697,-0.5847953216374269
2017-12-12,68700,68700,66000,66200,20981,-2.6470588235294117
2017-12-13,66000,68500,65900,66500,37142,0.4531722054380665
2017-12-14,66700,67800,64900,66100,31690,-0.6015037593984963
2017-12-15,65200,65400,63700,64000,18925,-3.177004538577912
2017-12-18,64000,64200,61400,62300,15099,-2.65625
2017-12-19,62000,62300,59400,59600,24827,-4.333868378812198
2017-12-20,58900,59400,57300,57800,19889,-3.0201342281879198
2017-12-21,57500,61000,57200,58200,11204,0.6920415224913495
2017-12-22,58200,67800,57600,61400,57818,5.498281786941581
2017-12-26,73300,78700,65300,74000,245797,20.521172638436482
2017-12-27,71500,73800,67900,68800,62232,-7.027027027027027
2017-12-28,69300,69300,65500,67100,31403,-2.4709302325581395
2018-01-02,66800,67800,65000,66900,20026,-0.29806259314456035
2018-01-03,74200,77500,72900,74300,107834,11.061285500747383
2018-01-04,75200,75500,73000,73900,33023,-0.5383580080753702
2018-01-05,73900,74000,71800,73000,14215,-1.2178619756427604
2018-01-08,73000,73400,71300,71900,10979,-1.5068493150684932
2018-01-09,72700,73600,70700,70700,9742,-1.6689847009735743
2018-01-10,72000,72000,69300,71200,5532,0.7072135785007072
2018-01-11,71100,72500,70300,70300,5249,-1.2640449438202246
2018-01-12,70600,71700,69000,69800,7353,-0.7112375533428165
2018-01-15,70000,71300,68600,69600,11219,-0.28653295128939826
2018-01-16,70300,71000,69000,70200,4344,0.8620689655172413
2018-01-17,70200,70800,69200,70000,6874,-0.2849002849002849
2018-01-18,71000,71000,69300,69800,6475,-0.2857142857142857
2018-01-19,70400,71000,69100,69400,7288,-0.5730659025787965
2018-01-22,70000,70000,68700,69100,6488,-0.43227665706051877
2018-01-23,68500,69800,68500,68900,5741,-0.2894356005788712
2018-01-24,69000,70500,68700,69900,6681,1.4513788098693758
2018-01-25,70900,71400,70000,70100,5074,0.28612303290414876
2018-01-26,70700,71700,70200,71300,6614,1.7118402282453637
2018-01-29,70600,72500,70600,71700,10648,0.5610098176718092
2018-01-30,71700,72700,70800,70800,5742,-1.2552301255230125
2018-01-31,70300,70400,69500,70300,5672,-0.7062146892655368
2018-02-01,70200,70500,69600,70000,3803,-0.42674253200568996
2018-02-02,70000,70500,68900,69100,5629,-1.2857142857142856
2018-02-05,68800,69600,68100,68400,4146,-1.0130246020260492
2018-02-06,66200,68000,65500,66300,8274,-3.070175438596491
2018-02-07,67200,67900,65200,65300,4846,-1.5082956259426847
2018-02-08,65500,67000,65500,65700,2830,0.6125574272588056
2018-02-09,65000,66400,64300,65600,3514,-0.15220700152207
2018-02-12,66500,66800,65100,66400,3166,1.2195121951219512
2018-02-13,66400,68800,66000,66300,4474,-0.15060240963855423
2018-02-14,63000,63800,62000,62800,12406,-5.279034690799397
2018-02-19,62600,64900,62600,63900,2001,1.7515923566878981
2018-02-20,64000,64700,63500,64500,2253,0.9389671361502347
2018-02-21,64200,65100,63700,64700,1234,0.31007751937984496
2018-02-22,65700,65700,63900,64200,1757,-0.7727975270479135
2018-02-23,65200,65200,63700,64200,1443,0.0
2018-02-26,64100,64700,63700,64000,1213,-0.3115264797507788
2018-02-27,65400,65400,64000,64000,1750,0.0
2018-02-28,64900,65000,63300,63400,1516,-0.9375
2018-03-02,61900,63300,61900,63200,938,-0.31545741324921134
2018-03-05,62900,62900,61300,61900,1207,-2.0569620253164556
2018-03-06,61900,63000,61900,62900,2247,1.615508885298869
2018-03-07,63000,63900,61800,61800,1594,-1.7488076311605723
2018-03-08,61800,62300,61800,61900,555,0.16181229773462785
