date,open,high,low,close,volume,change_rate
2019-10-18,3456,4492,3456,4492,447,
2019-10-21,5838,5838,5838,5838,135,29.96438112199466
2019-10-22,7580,7580,7580,7581,14,29.856115107913666
2019-10-23,9827,9827,9827,9827,282,29.626698324759264
2019-10-24,12731,12731,12731,12732,314,29.56141243512771
2019-10-25,16507,16507,16507,16508,303,29.657555765001568
2019-10-28,0,0,0,16508,0,0.0
2019-10-29,21445,21445,21445,21445,702,29.906711897261935
2019-10-30,27496,27835,20380,27835,549739,29.79715551410585
2019-10-31,0,0,0,27835,0,0.0
2019-11-01,30207,35241,28416,32918,496435,18.26118196515179
2019-11-04,34176,35629,27447,27448,359431,-16.617048423355
2019-11-05,26237,26673,21445,22268,301537,-18.872048965316235
2019-11-06,22074,25075,20670,23236,313936,4.347045087120532
2019-11-07,22800,22800,19605,20671,141094,-11.038905147185401
2019-11-08,20138,22122,19605,20187,155588,-2.341444535823134
2019-11-11,19992,21687,19169,19218,114391,-4.80011888839352
2019-11-12,19799,19847,17524,18105,77073,-5.791445519825164
2019-11-13,18105,18734,17282,18057,62474,-0.2651201325600663
2019-11-14,18056,18298,17282,18008,53234,-0.2713629063521072
2019-11-15,19266,20428,17911,18976,216443,5.375388716126166
2019-11-18,19557,19750,18056,18444,70923,-2.8035413153457
2019-11-19,17620,18685,17040,17476,58932,-5.24831923660811
2019-11-20,16991,17572,16362,16459,29776,-5.819409475852598
2019-11-21,16555,16749,15200,15394,33269,-6.470623974725075
2019-11-22,15055,15394,14571,15152,23194,-1.5720410549564765
2019-11-25,15442,16217,15055,15733,16602,3.8344772967265044
2019-11-26,15490,15636,14813,15249,14927,-3.0763363630585396
2019-11-27,15248,16168,14522,16023,22135,5.0757426716506
2019-11-28,15781,15975,14958,14958,17949,-6.646695375397865
2019-11-29,14910,15200,13457,14087,16852,-5.822970985425859
2019-12-02,13699,14425,13070,13845,32342,-1.7178959324199616
2019-12-03,13554,17959,13215,17960,224315,29.721921271217045
2019-12-04,19460,21396,15781,16265,688767,-9.437639198218264
2019-12-05,15829,16265,13651,14523,140942,-10.710113741162004
2019-12-06,14280,16894,13748,14281,458824,-1.666322385182125
2019-12-09,14716,14910,13845,14087,100177,-1.3584482879350186
2019-12-10,14183,18298,14135,14620,873511,3.7836302974373535
2019-12-11,15394,18008,15006,17621,714342,20.526675786593707
2019-12-12,17427,18105,16265,17040,175124,-3.297202201918166
2019-12-13,17911,22122,17427,22123,605730,29.829812206572768
2019-12-16,25317,28755,23865,28755,1017535,29.977851105184648
2019-12-17,27835,34370,26431,27351,1684519,-4.882629107981221
2019-12-18,26625,30158,25608,25657,736797,-6.193557822383093
2019-12-19,26576,27109,24446,24785,355272,-3.398682620727287
2019-12-20,24979,25269,21784,22994,223464,-7.226144845672786
2019-12-23,22316,23284,20767,21010,155570,-8.628337827259285
2019-12-24,20815,25172,20622,23140,788278,10.138029509757258
2019-12-26,23042,27447,21300,23963,795014,3.556611927398444
2019-12-27,24591,27496,24301,24398,648125,1.8152985853190335
2019-12-30,25463,26479,24398,24398,334663,0.0
2020-01-02,24785,25995,24446,24785,173706,1.586195589802443
2020-01-03,24882,27351,23914,24979,446395,0.7827314908210611
2020-01-06,24204,25269,23526,23866,192556,-4.455742823972137
2020-01-07,23720,24446,23091,23140,86703,-3.0419844129724294
2020-01-08,23381,23720,21348,21978,95968,-5.021607605877269
2020-01-09,22703,24010,22219,22946,118392,4.404404404404405
2020-01-10,23720,24059,22461,22752,82923,-0.8454632615706441
2020-01-13,23187,23187,22026,22026,41051,-3.190928270042194
2020-01-14,22365,24543,22074,22268,142731,1.0987015345500772
2020-01-15,22558,22607,21977,22026,33528,-1.086761271780133
2020-01-16,22413,23091,21977,22365,57318,1.539090166167257
2020-01-17,22752,22800,21638,21736,45079,-2.8124301363737985
2020-01-20,21687,22122,21300,21348,33012,-1.785057048214943
2020-01-21,21396,21687,20331,20622,31900,-3.400786958965711
2020-01-22,20719,23720,20573,21881,411888,6.105130443215983
2020-01-23,22219,22800,21590,21639,73271,-1.1059823591243545
2020-01-28,20573,22268,20041,21494,82758,-0.6700864180414992
2020-01-29,21687,22268,20961,20961,53874,-2.47976179398902
2020-01-30,20815,25656,20719,22510,554597,7.3899146033109115
2020-01-31,22219,22945,20767,20816,97176,-7.525544202576633
2020-02-03,19847,21638,19315,20187,93787,-3.0217140661029975
2020-02-04,20961,23817,20815,21929,308690,8.62931589636895
2020-02-05,22945,24495,22413,23769,217396,8.390715490902458
2020-02-06,23381,24107,23139,24011,92569,1.0181328621313477
2020-02-07,24495,25075,23139,24108,91673,0.40398150847528214
2020-02-10,23623,24059,23042,23430,62074,-2.812344449975112
2020-02-11,23430,26528,23284,24592,292548,4.959453691848058
2020-02-12,24591,25075,23817,24205,59937,-1.5736824983734548
2020-02-13,24882,24930,23430,23527,43800,-2.80107415823177
2020-02-14,24156,25705,23720,24495,139969,4.114421728227144
2020-02-17,24640,24882,24010,24301,27974,-0.7919983670136762
2020-02-18,24495,24688,23139,23963,30396,-1.390889263816304
2020-02-19,24107,24495,23236,23866,20669,-0.40479071902516384
2020-02-20,24107,24107,23139,23624,17921,-1.0139948043241431
2020-02-21,23526,23575,22268,22268,21660,-5.739925499492042
2020-02-24,21784,21784,20622,21058,24652,-5.433806358900664
2020-02-25,21057,22074,20428,21784,20934,3.4476208566815463
2020-02-26,21638,22558,21203,22220,19367,2.001468968049945
2020-02-27,21929,22461,21348,21348,11230,-3.924392439243925
2020-02-28,21348,21784,19944,20332,12788,-4.759228030728874
2020-03-02,20331,21300,20041,20864,10715,2.616565020657092
2020-03-03,21590,21735,20815,21010,10035,0.6997699386503068
2020-03-04,20525,22074,20331,21833,18727,3.917182294145645
2020-03-05,21832,22558,21638,21881,14862,0.2198506847432785
2020-03-06,21396,21784,21009,21252,7298,-2.8746400987157807
2020-03-09,21251,21251,19702,19848,9902,-6.60643704121965
2020-03-10,18927,20525,18734,19945,15708,0.48871422813381704
2020-03-11,20331,20331,18105,18153,16646,-8.984707946853849
2020-03-12,17427,18298,15297,15297,38954,-15.732936704676915
2020-03-13,12683,14087,12247,13555,39344,-11.387853827547884
2020-03-16,14474,14909,13070,13070,23180,-3.578015492438215
2020-03-17,11908,14329,11908,13361,17718,2.2264728385615915
2020-03-18,13941,13941,12199,12199,17578,-8.696953820821793
2020-03-19,12780,12780,9401,9624,40424,-21.10828756455447
2020-03-20,9681,12489,9643,12490,132890,29.779717373233584
2020-03-23,11618,13748,10746,12683,100861,1.545236188951161
2020-03-24,13118,16459,13118,16459,31345,29.772135929985023
2020-03-25,17427,21300,16604,17330,182900,5.2919375417704595
2020-03-26,17862,17862,16555,16943,56575,-2.233121754183497
2020-03-27,18637,18831,15055,17040,89389,0.572507820338783
2020-03-30,16265,17185,15732,17185,28850,0.8509389671361502
2020-03-31,17862,17862,16265,17185,39248,0.0
2020-04-01,16894,19266,16507,16556,134092,-3.6601687518184463
2020-04-02,16797,17088,16071,16750,23235,1.1717806233389707
2020-04-03,18298,19218,16943,17669,74449,5.486567164179104
2020-04-06,18395,20235,18201,19412,83164,9.86473484634105
2020-04-07,20041,21348,18879,19509,47652,0.4996909128374202
2020-04-08,20331,25317,19847,22655,477624,16.12589061458814
2020-04-09,25172,29432,23381,29094,557125,28.42198190244979
2020-04-10,26334,28948,22268,23333,589926,-19.801333608304116
2020-04-13,24398,25075,21977,22220,86289,-4.770068143830626
2020-04-14,25414,26334,22897,23914,300000,7.623762376237623
2020-04-16,25366,31078,23575,28029,912966,17.20749351844108
2020-04-17,27109,30497,25656,29142,385221,3.9708872953012953
2020-04-20,27883,31611,27690,29723,317430,1.9936860888065333
2020-04-21,28803,30304,26334,29045,232889,-2.281061803990176
2020-04-22,27980,28367,27496,27545,75076,-5.164400068858668
2020-04-23,28077,28077,26237,26625,48608,-3.3399891087311673
2020-04-24,26140,26286,24688,25076,43295,-5.817840375586854
2020-04-27,25511,27932,25172,26625,68560,6.177221247407879
2020-04-28,26770,27447,26044,26722,37274,0.3643192488262911
2020-04-29,26721,27060,26237,26722,16306,0.0
2020-05-04,25802,26092,25414,25512,16514,-4.528104183818576
2020-05-06,25753,25995,24737,25608,15714,0.37629350893697083
2020-05-07,25317,27060,25172,26770,16955,4.5376444860980945
2020-05-08,27593,27689,26624,26673,31976,-0.36234590960029883
2020-05-11,26673,33402,25802,30788,757899,15.427585948337269
2020-05-12,31175,32918,30304,30885,264268,0.31505781473301286
2020-05-13,31659,40131,31078,38437,864605,24.451999352436456
2020-05-14,37371,44294,36742,38485,408190,0.12487967323152172
2020-05-15,37565,40179,35629,37904,159072,-1.5096790957515915
2020-05-18,37904,46133,37032,42358,450602,11.750738708315744
2020-05-19,41292,43761,41244,41438,76708,-2.1719627933330186
2020-05-20,41292,43568,41099,42019,101539,1.4020946956899463
2020-05-21,42503,43229,41922,42019,38902,0.0
2020-05-22,42551,42551,41196,41729,35822,-0.6901639734405863
2020-05-25,42019,44826,41583,43229,142294,3.5946224448225457
2020-05-26,43665,46133,43326,43907,127074,1.5683915889796203
2020-05-27,43955,44245,43035,43326,29268,-1.3232514177693762
2020-05-28,43422,43907,39211,40615,46795,-6.257212759082306
2020-05-29,40518,42551,40324,41293,17962,1.6693339899052073
2020-06-01,42019,43374,41438,41729,38487,1.0558690334923595
2020-06-02,41970,42793,41341,42019,16466,0.6949603393323588
2020-06-03,39550,40663,38243,39115,50611,-6.911159237487803
2020-06-04,39114,39114,37226,37227,21441,-4.826792790489582
2020-06-05,37420,43519,37129,40276,142746,8.190291992371128
2020-06-08,41631,41631,39501,39792,21355,-1.2017082133280366
2020-06-09,39985,40857,39114,39986,13733,0.487535182951347
2020-06-10,39985,44923,38436,41487,253641,3.753813834842195
2020-06-11,42309,46327,41728,42600,275474,2.682768096030082
2020-06-12,39211,55380,39211,55380,254668,30.0
2020-06-15,70483,70774,41341,43181,794873,-22.027807872878295
2020-06-16,46569,50151,41922,44633,300330,3.3625900280215837
2020-06-17,43907,48215,43035,44246,123146,-0.8670714493760221
2020-06-18,43374,45552,42696,42697,44427,-3.500881435609999
2020-06-19,43084,44342,37178,39647,87547,-7.143359018197999
2020-06-22,39066,39695,37565,38437,28891,-3.0519333114737557
2020-06-23,38436,42261,38436,40131,137793,4.407211801129121
2020-06-24,40131,40227,38146,38340,33555,-4.4628840547207895
2020-06-25,38001,38001,36597,36743,21624,-4.165362545644236
2020-06-26,37759,37904,34951,35920,16814,-2.2398824265846553
2020-06-29,34467,35338,33983,34177,15937,-4.852449888641425
2020-06-30,34564,35580,32724,33063,11796,-3.2595020042718788
2020-07-01,32869,34564,32288,32289,16649,-2.34098539152527
2020-07-02,33402,41970,31950,41971,146373,29.985443959243085
