symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
00499K,롯데지주우,114500.0,,,,,0.0,0.0,,,2017-10-31,113082833500.0,987623
00499K,롯데지주우,81700.0,,,,,0.0,0.0,,,2017-11-30,80688799100.0,987623
00499K,롯데지주우,,,,,,,,,,2017-12-29,,987623
00499K,롯데지주우,70300.0,,,,,0.0,0.0,,,2018-01-31,69429896900.0,987623
00499K,롯데지주우,63400.0,,,,,0.0,0.0,,,2018-02-28,62615298200.0,987623
00499K,롯데지주우,61300.0,,,,,0.0,0.0,,,2018-03-30,60541289900.0,987623
00499K,롯데지주우,61000.0,,,,,0.0,0.0,,,2018-04-30,60245003000.0,987623
00499K,롯데지주우,60300.0,,,,,0.0,0.0,,,2018-05-31,59553666900.0,987623
00499K,롯데지주우,58100.0,,,,,0.0,0.0,,,2018-06-29,57380896300.0,987623
00499K,롯데지주우,51800.0,,,,,0.0,0.0,,,2018-07-31,51158871400.0,987623
00499K,롯데지주우,50300.0,,,,,0.0,0.0,,,2018-08-31,49677436900.0,987623
00499K,롯데지주우,58500.0,,,,,0.0,0.0,,,2018-09-28,57775945500.0,987623
00499K,롯데지주우,48950.0,,,,,0.0,0.0,,,2018-10-31,48344145850.0,987623
00499K,롯데지주우,54600.0,,,,,0.0,0.0,,,2018-11-30,53924215800.0,987623
00499K,롯데지주우,,,,,,,,,,2018-12-31,,987623
00499K,롯데지주우,52300.0,,,,,0.0,0.0,,,2019-01-31,51652682900.0,987623
00499K,롯데지주우,52600.0,,,,,0.0,0.0,,,2019-02-28,51948969800.0,987623
00499K,롯데지주우,50300.0,,,,,0.0,0.0,,,2019-03-29,49677436900.0,987623
00499K,롯데지주우,59000.0,,,,,0.0,0.0,,,2019-04-30,58269757000.0,987623
00499K,롯데지주우,52700.0,,,,,850.0,1.61,,,2019-05-31,52047732100.0,987623
00499K,롯데지주우,52100.0,,,,,850.0,1.63,,,2019-06-28,51455158300.0,987623
00499K,롯데지주우,47450.0,,,,,850.0,1.79,,,2019-07-31,46862711350.0,987623
00499K,롯데지주우,47000.0,,,,,850.0,1.81,,,2019-08-30,46418281000.0,987623
00499K,롯데지주우,50000.0,,,,,850.0,1.7,,,2019-09-30,49381150000.0,987623
00499K,롯데지주우,49050.0,,,,,850.0,1.73,,,2019-10-31,48442908150.0,987623
00499K,롯데지주우,49900.0,,,,,850.0,1.7,,,2019-11-29,49282387700.0,987623
00499K,롯데지주우,,,,,,,,,,2019-12-31,,987623
00499K,롯데지주우,61900.0,,,,,850.0,1.37,,,2020-01-31,61133863700.0,987623
00499K,롯데지주우,51300.0,,,,,850.0,1.66,,,2020-02-28,50665059900.0,987623
00499K,롯데지주우,41000.0,,,,,850.0,2.07,,,2020-03-31,40492543000.0,987623
00499K,롯데지주우,,,,,,,,,,2020-04-30,,987623
00499K,롯데지주우,59000.0,,,,,1150.0,1.95,,,2020-05-29,58269757000.0,987623
00499K,롯데지주우,66700.0,,,,,1150.0,1.72,,,2020-06-30,65874454100.0,987623
00499K,롯데지주우,68900.0,,,,,1150.0,1.67,,,2020-07-31,68047224700.0,987623
00499K,롯데지주우,65200.0,,,,,1150.0,1.76,,,2020-08-31,64393019600.0,987623
00499K,롯데지주우,,,,,,,,,,2020-09-30,,987623
00499K,롯데지주우,61800.0,,,,,1150.0,1.86,,,2020-10-30,61035101400.0,987623
00499K,롯데지주우,68200.0,,,,,1150.0,1.69,,,2020-11-30,67355888600.0,987623
00499K,롯데지주우,,,,,,,,,,2020-12-31,,987623
00499K,롯데지주우,59900.0,,,,,1150.0,1.92,,,2021-01-29,59158617700.0,987623
00499K,롯데지주우,58900.0,,,,,1150.0,1.95,,,2021-02-26,58170994700.0,987623
00499K,롯데지주우,59000.0,,,,,1150.0,1.95,,,2021-03-31,58269757000.0,987623
00499K,롯데지주우,62500.0,,,,,1150.0,1.84,,,2021-04-30,61726437500.0,987623
00499K,롯데지주우,67000.0,,,,,1050.0,1.57,,,2021-05-31,66170741000.0,987623
00499K,롯데지주우,61600.0,,,,,1050.0,1.7,,,2021-06-30,60837576800.0,987623
00499K,롯데지주우,58600.0,,,,,1050.0,1.79,,,2021-07-30,57874707800.0,987623
00499K,롯데지주우,55600.0,,,,,1050.0,1.89,,,2021-08-31,54911838800.0,987623
00499K,롯데지주우,53000.0,,,,,1050.0,1.98,,,2021-09-30,52344019000.0,987623
00499K,롯데지주우,52400.0,,,,,1050.0,2.0,,,2021-10-29,51751445200.0,987623
00499K,롯데지주우,44600.0,,,,,1050.0,2.35,,,2021-11-30,44047985800.0,987623
00499K,롯데지주우,,,,,,,,,,2021-12-31,,987623
00499K,롯데지주우,,,,,,,,,,2022-01-31,,987623
00499K,롯데지주우,47900.0,,,,,1050.0,2.19,,,2022-02-28,47307141700.0,987623
00499K,롯데지주우,51400.0,,,,,1050.0,2.04,,,2022-03-31,50763822200.0,987623
00499K,롯데지주우,51900.0,,,,,1050.0,2.02,,,2022-04-29,51257633700.0,987623
00499K,롯데지주우,51300.0,,,,,1550.0,3.02,,,2022-05-31,41327433900.0,805603
00499K,롯데지주우,46750.0,,,,,1550.0,3.32,,,2022-06-30,37661940250.0,805603
00499K,롯데지주우,48600.0,,,,,1550.0,3.19,,,2022-07-29,39152305800.0,805603
00499K,롯데지주우,51500.0,,,,,1550.0,3.01,,,2022-08-31,41488554500.0,805603
00499K,롯데지주우,45400.0,,,,,1550.0,3.41,,,2022-09-30,36574376200.0,805603
00499K,롯데지주우,43300.0,,,,,1550.0,3.58,,,2022-10-31,34882609900.0,805603
00499K,롯데지주우,44900.0,,,,,1550.0,3.45,,,2022-11-30,36171574700.0,805603
00499K,롯데지주우,,,,,,,,,,2022-12-30,,805603
00499K,롯데지주우,42700.0,,,,,1550.0,3.63,,,2023-01-31,34399248100.0,805603
00499K,롯데지주우,39850.0,,,,,1550.0,3.89,,,2023-02-28,32103279550.0,805603
00499K,롯데지주우,39150.0,,,,,1550.0,3.96,,,2023-03-31,31539357450.0,805603
00499K,롯데지주우,40250.0,,,,,1550.0,3.85,,,2023-04-28,32425520750.0,805603
00499K,롯데지주우,40000.0,,,,,1550.0,3.88,,,2023-05-31,32224120000.0,805603
00499K,롯데지주우,37650.0,,,,,1550.0,4.12,,,2023-06-30,30330952950.0,805603
00499K,롯데지주우,35400.0,,,,,1550.0,4.38,,,2023-07-31,28518346200.0,805603
00499K,롯데지주우,36550.0,,,,,1550.0,4.24,,,2023-08-31,29444789650.0,805603
00499K,롯데지주우,,,,,,,,,,2023-09-29,,805603
00499K,롯데지주우,33950.0,,,,,1550.0,4.57,,,2023-10-31,27350221850.0,805603
00499K,롯데지주우,35600.0,,,,,1550.0,4.35,,,2023-11-30,28679466800.0,805603
00499K,롯데지주우,,,,,,,,,,2023-12-29,,805603
00499K,롯데지주우,37050.0,,,,,1550.0,4.18,,,2024-01-31,29847591150.0,805603
00499K,롯데지주우,37200.0,,,,,1550.0,4.17,,,2024-02-29,29968431600.0,805603
00499K,롯데지주우,35900.0,,,,,1550.0,4.32,,,2024-03-29,28921147700.0,805603
00499K,롯데지주우,35650.0,,,,,1550.0,4.35,,,2024-04-30,28719746950.0,805603
00499K,롯데지주우,35600.0,,,,,1550.0,4.35,,,2024-05-31,28679466800.0,805603
00499K,롯데지주우,35650.0,,,,,1550.0,4.35,,,2024-06-28,28719746950.0,805603
00499K,롯데지주우,35050.0,,,,,1550.0,4.42,,,2024-07-31,28236385150.0,805603
00499K,롯데지주우,33000.0,,,,,1550.0,4.7,,,2024-08-30,26584899000.0,805603
00499K,롯데지주우,31500.0,,,,,1550.0,4.92,,,2024-09-30,25376494500.0,805603
00499K,롯데지주우,29950.0,,,,,1550.0,5.18,,,2024-10-31,24127809850.0,805603
00499K,롯데지주우,28100.0,,,,,1550.0,5.52,,,2024-11-29,22637444300.0,805603
00499K,롯데지주우,,,,,,,,,,2024-12-31,,805603
00499K,롯데지주우,25300.0,,,,,1550.0,6.13,,,2025-01-31,20381755900.0,805603
00499K,롯데지주우,25600.0,,,,,1550.0,6.05,,,2025-02-28,20623436800.0,805603
00499K,롯데지주우,26600.0,,,,,1550.0,5.83,,,2025-03-31,21429039800.0,805603
00499K,롯데지주우,26350.0,,,,,1550.0,5.88,,,2025-04-30,21227639050.0,805603
00499K,롯데지주우,40100.0,,,,,1250.0,3.12,,,2025-05-30,32304680300.0,805603
00499K,롯데지주우,33850.0,,,,,1250.0,3.69,,,2025-06-30,27269661550.0,805603
