symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
027970,세하,1350.0,,1.45,,928.0,0.0,0.0,,,2013-01-31,58639721850.0,43436831
027970,세하,1385.0,,1.49,,928.0,0.0,0.0,,,2013-02-28,60211876415.0,43474279
027970,세하,1070.0,,1.15,,928.0,0.0,0.0,,,2013-03-29,46557551100.0,43511730
027970,세하,1010.0,0.92,0.52,1099.0,1945.0,0.0,0.0,,,2013-04-30,43946847300.0,43511730
027970,세하,1015.0,0.92,0.52,1099.0,1945.0,0.0,0.0,,,2013-05-31,44164405950.0,43511730
027970,세하,892.0,0.81,0.46,1099.0,1945.0,0.0,0.0,,,2013-06-28,38812463160.0,43511730
027970,세하,907.0,0.83,0.47,1099.0,1945.0,0.0,0.0,,,2013-07-31,39465139110.0,43511730
027970,세하,846.0,0.77,0.43,1099.0,1945.0,0.0,0.0,,,2013-08-30,36810923580.0,43511730
027970,세하,788.0,0.72,0.41,1099.0,1945.0,0.0,0.0,,,2013-09-30,34287243240.0,43511730
027970,세하,744.0,0.68,0.38,1099.0,1945.0,0.0,0.0,,,2013-10-31,32372727120.0,43511730
027970,세하,571.0,0.52,0.29,1099.0,1945.0,0.0,0.0,,,2013-11-29,24845197830.0,43511730
027970,세하,,,,,,,,,,2013-12-31,,43511730
027970,세하,,,,,,,,,,2014-01-31,,43511730
027970,세하,402.0,0.37,0.21,1099.0,1945.0,0.0,0.0,,,2014-02-28,17491715460.0,43511730
027970,세하,315.0,0.29,0.16,1099.0,1945.0,0.0,0.0,,,2014-03-31,13706194950.0,43511730
027970,세하,279.0,,0.54,,521.0,0.0,0.0,,,2014-04-30,12139772670.0,43511730
027970,세하,598.0,,1.15,,521.0,0.0,0.0,,,2014-05-30,26020014540.0,43511730
027970,세하,503.0,,0.97,,521.0,0.0,0.0,,,2014-06-30,21886400190.0,43511730
027970,세하,536.0,,1.03,,521.0,0.0,0.0,,,2014-07-31,23322287280.0,43511730
027970,세하,505.0,,0.97,,521.0,0.0,0.0,,,2014-08-29,21973423650.0,43511730
027970,세하,649.0,,1.25,,521.0,0.0,0.0,,,2014-09-30,28239112770.0,43511730
027970,세하,360.0,,0.69,,521.0,0.0,0.0,,,2014-10-31,15664222800.0,43511730
027970,세하,403.0,,0.77,,521.0,0.0,0.0,,,2014-11-28,25595227190.0,63511730
027970,세하,,,,,,,,,,2014-12-31,,63511730
027970,세하,1940.0,,0.74,,2605.0,0.0,0.0,,,2015-01-30,24022923000.0,12382950
027970,세하,1910.0,,0.73,,2605.0,0.0,0.0,,,2015-02-27,23651434500.0,12382950
027970,세하,2715.0,,1.04,,2605.0,0.0,0.0,,,2015-03-31,33619709250.0,12382950
027970,세하,2095.0,,0.8,,2605.0,0.0,0.0,,,2015-04-30,41234250900.0,19682220
027970,세하,1925.0,,2.51,,767.0,0.0,0.0,,,2015-05-29,37888273500.0,19682220
027970,세하,1770.0,,2.31,,767.0,0.0,0.0,,,2015-06-30,34837529400.0,19682220
027970,세하,1720.0,,2.24,,767.0,0.0,0.0,,,2015-07-31,33853418400.0,19682220
027970,세하,1460.0,,1.9,,767.0,0.0,0.0,,,2015-08-31,28736041200.0,19682220
027970,세하,1705.0,,2.22,,767.0,0.0,0.0,,,2015-09-30,33558185100.0,19682220
027970,세하,1860.0,,2.43,,767.0,0.0,0.0,,,2015-10-30,36608929200.0,19682220
027970,세하,1735.0,,2.26,,767.0,0.0,0.0,,,2015-11-30,34148651700.0,19682220
027970,세하,,,,,,,,,,2015-12-31,,19682220
027970,세하,1700.0,,2.22,,767.0,0.0,0.0,,,2016-01-29,33459774000.0,19682220
027970,세하,1570.0,,2.05,,767.0,0.0,0.0,,,2016-02-29,30901085400.0,19682220
027970,세하,1305.0,,1.7,,767.0,0.0,0.0,,,2016-03-31,25685297100.0,19682220
027970,세하,1410.0,,1.84,,767.0,0.0,0.0,,,2016-04-29,27751930200.0,19682220
027970,세하,1490.0,,8.76,,170.0,0.0,0.0,,,2016-05-31,29326507800.0,19682220
027970,세하,1790.0,,10.53,,170.0,0.0,0.0,,,2016-06-30,35231173800.0,19682220
027970,세하,1825.0,,10.74,,170.0,0.0,0.0,,,2016-07-29,35920051500.0,19682220
027970,세하,1820.0,,10.71,,170.0,0.0,0.0,,,2016-08-31,35821640400.0,19682220
027970,세하,1750.0,,10.29,,170.0,0.0,0.0,,,2016-09-30,34443885000.0,19682220
027970,세하,1750.0,,10.29,,170.0,0.0,0.0,,,2016-10-31,34443885000.0,19682220
027970,세하,1830.0,,10.76,,170.0,0.0,0.0,,,2016-11-30,36018462600.0,19682220
027970,세하,,,,,,,,,,2016-12-30,,19682220
027970,세하,2340.0,,13.76,,170.0,0.0,0.0,,,2017-01-31,54987690420.0,23499013
027970,세하,2390.0,,14.06,,170.0,0.0,0.0,,,2017-02-28,56162641070.0,23499013
027970,세하,2200.0,,12.94,,170.0,0.0,0.0,,,2017-03-31,51697828600.0,23499013
027970,세하,2350.0,,13.82,,170.0,0.0,0.0,,,2017-04-28,55222680550.0,23499013
027970,세하,2185.0,7.89,4.05,277.0,540.0,0.0,0.0,,,2017-05-31,51345343405.0,23499013
027970,세하,1940.0,7.0,3.59,277.0,540.0,0.0,0.0,,,2017-06-30,45588085220.0,23499013
027970,세하,1670.0,6.03,3.09,277.0,540.0,0.0,0.0,,,2017-07-31,39243351710.0,23499013
027970,세하,1745.0,6.3,3.23,277.0,540.0,0.0,0.0,,,2017-08-31,41005777685.0,23499013
027970,세하,1550.0,5.6,2.87,277.0,540.0,0.0,0.0,,,2017-09-29,36423470150.0,23499013
027970,세하,1520.0,5.49,2.81,277.0,540.0,0.0,0.0,,,2017-10-31,35718499760.0,23499013
027970,세하,1580.0,5.7,2.93,277.0,540.0,0.0,0.0,,,2017-11-30,37128440540.0,23499013
027970,세하,,,,,,,,,,2017-12-29,,23499013
027970,세하,1600.0,5.78,2.96,277.0,540.0,0.0,0.0,,,2018-01-31,47300795200.0,29562997
027970,세하,1490.0,5.38,2.76,277.0,540.0,0.0,0.0,,,2018-02-28,44048865530.0,29562997
027970,세하,1515.0,5.47,2.81,277.0,540.0,0.0,0.0,,,2018-03-30,44787940455.0,29562997
027970,세하,1640.0,5.92,3.04,277.0,540.0,0.0,0.0,,,2018-04-30,48483315080.0,29562997
027970,세하,1610.0,,2.56,,629.0,0.0,0.0,,,2018-05-31,47596425170.0,29562997
027970,세하,1375.0,,2.19,,629.0,0.0,0.0,,,2018-06-29,40649120875.0,29562997
027970,세하,1415.0,,2.25,,629.0,0.0,0.0,,,2018-07-31,41831640755.0,29562997
027970,세하,1475.0,,2.34,,629.0,0.0,0.0,,,2018-08-31,43605420575.0,29562997
027970,세하,1455.0,,2.31,,629.0,0.0,0.0,,,2018-09-28,43014160635.0,29562997
027970,세하,1350.0,,2.15,,629.0,0.0,0.0,,,2018-10-31,39910045950.0,29562997
027970,세하,1300.0,,2.07,,629.0,0.0,0.0,,,2018-11-30,38431896100.0,29562997
027970,세하,,,,,,,,,,2018-12-31,,29562997
027970,세하,1500.0,,2.38,,629.0,0.0,0.0,,,2019-01-31,44344495500.0,29562997
027970,세하,1530.0,,2.43,,629.0,0.0,0.0,,,2019-02-28,45231385410.0,29562997
027970,세하,1525.0,,2.42,,629.0,0.0,0.0,,,2019-03-29,45083570425.0,29562997
