symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
35320K,대덕전자1우,6250.0,,,,,0.0,0.0,,,2020-05-29,13096993750.0,2095519
35320K,대덕전자1우,6200.0,,,,,0.0,0.0,,,2020-06-30,12992217800.0,2095519
35320K,대덕전자1우,8150.0,,,,,0.0,0.0,,,2020-07-31,17078479850.0,2095519
35320K,대덕전자1우,6760.0,,,,,0.0,0.0,,,2020-08-31,14165708440.0,2095519
35320K,대덕전자1우,,,,,,,,,,2020-09-30,,2095519
35320K,대덕전자1우,7990.0,,,,,0.0,0.0,,,2020-10-30,16743196810.0,2095519
35320K,대덕전자1우,8430.0,,,,,0.0,0.0,,,2020-11-30,17665225170.0,2095519
35320K,대덕전자1우,,,,,,,,,,2020-12-31,,2095519
35320K,대덕전자1우,8800.0,,,,,0.0,0.0,,,2021-01-29,18440567200.0,2095519
35320K,대덕전자1우,8990.0,,,,,0.0,0.0,,,2021-02-26,18838715810.0,2095519
35320K,대덕전자1우,9050.0,,,,,0.0,0.0,,,2021-03-31,18964446950.0,2095519
35320K,대덕전자1우,13550.0,,,,,0.0,0.0,,,2021-04-30,28394282450.0,2095519
35320K,대덕전자1우,18300.0,,,,,305.0,1.67,,,2021-05-31,38347997700.0,2095519
35320K,대덕전자1우,15900.0,,,,,305.0,1.92,,,2021-06-30,33318752100.0,2095519
35320K,대덕전자1우,15850.0,,,,,305.0,1.92,,,2021-07-30,33213976150.0,2095519
35320K,대덕전자1우,15100.0,,,,,305.0,2.02,,,2021-08-31,31642336900.0,2095519
35320K,대덕전자1우,13700.0,,,,,305.0,2.23,,,2021-09-30,28708610300.0,2095519
35320K,대덕전자1우,13950.0,,,,,305.0,2.19,,,2021-10-29,29232490050.0,2095519
35320K,대덕전자1우,12850.0,,,,,305.0,2.37,,,2021-11-30,26927419150.0,2095519
35320K,대덕전자1우,,,,,,,,,,2021-12-31,,2095519
35320K,대덕전자1우,,,,,,,,,,2022-01-31,,2095519
35320K,대덕전자1우,13950.0,,,,,305.0,2.19,,,2022-02-28,29232490050.0,2095519
35320K,대덕전자1우,14450.0,,,,,305.0,2.11,,,2022-03-31,30280249550.0,2095519
35320K,대덕전자1우,16000.0,,,,,305.0,1.91,,,2022-04-29,33528304000.0,2095519
35320K,대덕전자1우,15000.0,,,,,305.0,2.03,,,2022-05-31,31432785000.0,2095519
35320K,대덕전자1우,11800.0,,,,,305.0,2.58,,,2022-06-30,24727124200.0,2095519
35320K,대덕전자1우,12700.0,,,,,305.0,2.4,,,2022-07-29,26613091300.0,2095519
35320K,대덕전자1우,12750.0,,,,,305.0,2.39,,,2022-08-31,26717867250.0,2095519
35320K,대덕전자1우,9790.0,,,,,305.0,3.12,,,2022-09-30,20515131010.0,2095519
35320K,대덕전자1우,10150.0,,,,,305.0,3.0,,,2022-10-31,21269517850.0,2095519
35320K,대덕전자1우,10500.0,,,,,305.0,2.9,,,2022-11-30,22002949500.0,2095519
35320K,대덕전자1우,,,,,,,,,,2022-12-30,,2095519
35320K,대덕전자1우,10380.0,,,,,305.0,2.94,,,2023-01-31,21751487220.0,2095519
35320K,대덕전자1우,10560.0,,,,,305.0,2.89,,,2023-02-28,22128680640.0,2095519
35320K,대덕전자1우,11130.0,,,,,305.0,2.74,,,2023-03-31,23323126470.0,2095519
35320K,대덕전자1우,10130.0,,,,,305.0,3.01,,,2023-04-28,21227607470.0,2095519
35320K,대덕전자1우,11010.0,,,,,405.0,3.68,,,2023-05-31,23071664190.0,2095519
35320K,대덕전자1우,11730.0,,,,,405.0,3.45,,,2023-06-30,24580437870.0,2095519
35320K,대덕전자1우,12000.0,,,,,405.0,3.38,,,2023-07-31,25146228000.0,2095519
35320K,대덕전자1우,10720.0,,,,,405.0,3.78,,,2023-08-31,22463963680.0,2095519
35320K,대덕전자1우,,,,,,,,,,2023-09-29,,2095519
35320K,대덕전자1우,8560.0,,,,,405.0,4.73,,,2023-10-31,17937642640.0,2095519
35320K,대덕전자1우,9890.0,,,,,405.0,4.1,,,2023-11-30,20724682910.0,2095519
35320K,대덕전자1우,,,,,,,,,,2023-12-29,,2095519
35320K,대덕전자1우,9830.0,,,,,405.0,4.12,,,2024-01-31,20598951770.0,2095519
