symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
009190,대양금속,1610.0,,0.29,,5630.0,0.0,0.0,,,2013-01-31,8581602680.0,5330188
009190,대양금속,1380.0,,0.25,,5630.0,0.0,0.0,,,2013-02-28,63592039440.0,46081188
009190,대양금속,1270.0,,0.23,,5630.0,0.0,0.0,,,2013-03-29,58523108760.0,46081188
009190,대양금속,1395.0,,,,,0.0,0.0,,,2013-04-30,64283257260.0,46081188
009190,대양금속,762.0,,,,,0.0,0.0,,,2013-05-31,40530527778.0,53189669
009190,대양금속,734.0,,,,,0.0,0.0,,,2013-06-28,39041217046.0,53189669
009190,대양금속,1235.0,,,,,0.0,0.0,,,2013-07-31,68529741215.0,55489669
009190,대양금속,1255.0,,,,,0.0,0.0,,,2013-08-30,69639534595.0,55489669
009190,대양금속,953.0,,,,,0.0,0.0,,,2013-09-30,52881654557.0,55489669
009190,대양금속,1120.0,,,,,0.0,0.0,,,2013-10-31,62148429280.0,55489669
009190,대양금속,900.0,,,,,0.0,0.0,,,2013-11-29,49940702100.0,55489669
009190,대양금속,,,,,,,,,,2013-12-31,,55489669
009190,대양금속,,,,,,,,,,2014-01-31,,61589669
009190,대양금속,945.0,,,,,0.0,0.0,,,2014-02-28,58202237205.0,61589669
009190,대양금속,948.0,,,,,0.0,0.0,,,2014-03-31,58387006212.0,61589669
009190,대양금속,893.0,,2.78,,321.0,0.0,0.0,,,2014-04-30,54999574417.0,61589669
009190,대양금속,843.0,,2.63,,321.0,0.0,0.0,,,2014-05-30,51920090967.0,61589669
009190,대양금속,755.0,,2.35,,321.0,0.0,0.0,,,2014-06-30,46500200095.0,61589669
009190,대양금속,786.0,,2.45,,321.0,0.0,0.0,,,2014-07-31,48409479834.0,61589669
009190,대양금속,724.0,,2.26,,321.0,0.0,0.0,,,2014-08-29,44590920356.0,61589669
009190,대양금속,642.0,,2.0,,321.0,0.0,0.0,,,2014-09-30,39540567498.0,61589669
009190,대양금속,610.0,,1.9,,321.0,0.0,0.0,,,2014-10-31,37569698090.0,61589669
009190,대양금속,552.0,,1.72,,321.0,0.0,0.0,,,2014-11-28,33997497288.0,61589669
009190,대양금속,,,,,,,,,,2014-12-31,,61589669
009190,대양금속,540.0,,1.68,,321.0,0.0,0.0,,,2015-01-30,33258421260.0,61589669
009190,대양금속,414.0,,1.29,,321.0,0.0,0.0,,,2015-02-27,25498122966.0,61589669
009190,대양금속,430.0,,1.34,,321.0,0.0,0.0,,,2015-03-31,26483557670.0,61589669
009190,대양금속,444.0,,1.38,,321.0,0.0,0.0,,,2015-04-30,27345813036.0,61589669
009190,대양금속,423.0,,5.42,,78.0,0.0,0.0,,,2015-05-29,26052429987.0,61589669
009190,대양금속,675.0,,8.65,,78.0,0.0,0.0,,,2015-06-30,41573026575.0,61589669
009190,대양금속,514.0,,6.59,,78.0,0.0,0.0,,,2015-07-31,31657089866.0,61589669
009190,대양금속,754.0,,9.67,,78.0,0.0,0.0,,,2015-08-31,46438610426.0,61589669
009190,대양금속,634.0,,8.13,,78.0,0.0,0.0,,,2015-09-30,39047850146.0,61589669
009190,대양금속,601.0,,7.71,,78.0,0.0,0.0,,,2015-10-30,37015391069.0,61589669
009190,대양금속,581.0,,7.45,,78.0,0.0,0.0,,,2015-11-30,35783597689.0,61589669
009190,대양금속,,,,,,,,,,2015-12-31,,61589669
009190,대양금속,3065.0,,7.86,,390.0,0.0,0.0,,,2016-01-29,37754464645.0,12317933
009190,대양금속,2845.0,,7.29,,390.0,0.0,0.0,,,2016-02-29,35044519385.0,12317933
009190,대양금속,3990.0,,10.23,,390.0,0.0,0.0,,,2016-03-31,49148552670.0,12317933
009190,대양금속,5920.0,,15.18,,390.0,0.0,0.0,,,2016-04-29,72922163360.0,12317933
009190,대양금속,5050.0,,10.93,,462.0,0.0,0.0,,,2016-05-31,62205561650.0,12317933
009190,대양금속,4510.0,,9.76,,462.0,0.0,0.0,,,2016-06-30,55553877830.0,12317933
009190,대양금속,4820.0,,10.43,,462.0,0.0,0.0,,,2016-07-29,59372437060.0,12317933
009190,대양금속,4230.0,,9.16,,462.0,0.0,0.0,,,2016-08-31,52104856590.0,12317933
009190,대양금속,4155.0,,8.99,,462.0,0.0,0.0,,,2016-09-30,51181011615.0,12317933
009190,대양금속,3895.0,,8.43,,462.0,0.0,0.0,,,2016-10-31,47978349035.0,12317933
