symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
008720,삼양엔텍,19100.0,,0.47,,40953.0,0.0,0.0,,,2013-01-31,23598432000.0,1235520
008720,삼양엔텍,19000.0,,0.46,,40953.0,0.0,0.0,,,2013-02-28,23474880000.0,1235520
008720,삼양엔텍,19200.0,,0.47,,40953.0,0.0,0.0,,,2013-03-29,23721984000.0,1235520
008720,삼양엔텍,19750.0,13.04,0.47,1514.0,41932.0,250.0,1.27,,,2013-04-30,24401520000.0,1235520
008720,삼양엔텍,20050.0,13.24,0.48,1514.0,41932.0,250.0,1.25,,,2013-05-31,24772176000.0,1235520
008720,삼양엔텍,20000.0,13.21,0.48,1514.0,41932.0,250.0,1.25,,,2013-06-28,24710400000.0,1235520
008720,삼양엔텍,19600.0,12.95,0.47,1514.0,41932.0,250.0,1.28,,,2013-07-31,24216192000.0,1235520
008720,삼양엔텍,19950.0,13.18,0.48,1514.0,41932.0,250.0,1.25,,,2013-08-30,24648624000.0,1235520
008720,삼양엔텍,20300.0,13.41,0.48,1514.0,41932.0,250.0,1.23,,,2013-09-30,25081056000.0,1235520
008720,삼양엔텍,20500.0,13.54,0.49,1514.0,41932.0,250.0,1.22,,,2013-10-31,25328160000.0,1235520
008720,삼양엔텍,20600.0,13.61,0.49,1514.0,41932.0,250.0,1.21,,,2013-11-29,25451712000.0,1235520
008720,삼양엔텍,,,,,,,,,,2013-12-31,,1235520
008720,삼양엔텍,,,,,,,,,,2014-01-31,,1235520
008720,삼양엔텍,19500.0,12.88,0.47,1514.0,41932.0,250.0,1.28,,,2014-02-28,24092640000.0,1235520
008720,삼양엔텍,19750.0,13.04,0.47,1514.0,41932.0,250.0,1.27,,,2014-03-31,24401520000.0,1235520
008720,삼양엔텍,19800.0,,0.48,,41588.0,0.0,0.0,,,2014-04-30,24463296000.0,1235520
008720,삼양엔텍,19850.0,,0.48,,41588.0,0.0,0.0,,,2014-05-30,24525072000.0,1235520
008720,삼양엔텍,21200.0,,0.51,,41588.0,0.0,0.0,,,2014-06-30,26193024000.0,1235520
008720,삼양엔텍,23050.0,,0.55,,41588.0,0.0,0.0,,,2014-07-31,28478736000.0,1235520
008720,삼양엔텍,26350.0,,0.63,,41588.0,0.0,0.0,,,2014-08-29,32555952000.0,1235520
008720,삼양엔텍,27800.0,,0.67,,41588.0,0.0,0.0,,,2014-09-30,34347456000.0,1235520
008720,삼양엔텍,28100.0,,0.68,,41588.0,0.0,0.0,,,2014-10-31,34718112000.0,1235520
008720,삼양엔텍,27700.0,,0.67,,41588.0,0.0,0.0,,,2014-11-28,34223904000.0,1235520
