symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
36328K,티와이홀딩스우,,,,,,,,,,2020-09-30,,1255338
36328K,티와이홀딩스우,25850.0,,,,,0.0,0.0,,,2020-10-30,32450487300.0,1255338
36328K,티와이홀딩스우,26400.0,,,,,0.0,0.0,,,2020-11-30,33140923200.0,1255338
36328K,티와이홀딩스우,,,,,,,,,,2020-12-31,,1255338
36328K,티와이홀딩스우,22500.0,,,,,0.0,0.0,,,2021-01-29,28245105000.0,1255338
36328K,티와이홀딩스우,22150.0,,,,,0.0,0.0,,,2021-02-26,27805736700.0,1255338
36328K,티와이홀딩스우,22700.0,,,,,0.0,0.0,,,2021-03-31,28496172600.0,1255338
36328K,티와이홀딩스우,29200.0,,,,,0.0,0.0,,,2021-04-30,36655869600.0,1255338
36328K,티와이홀딩스우,27800.0,,,,,0.0,0.0,,,2021-05-31,34898396400.0,1255338
36328K,티와이홀딩스우,27400.0,,,,,0.0,0.0,,,2021-06-30,34396261200.0,1255338
36328K,티와이홀딩스우,27000.0,,,,,0.0,0.0,,,2021-07-30,33894126000.0,1255338
36328K,티와이홀딩스우,25300.0,,,,,0.0,0.0,,,2021-08-31,31760051400.0,1255338
36328K,티와이홀딩스우,24400.0,,,,,0.0,0.0,,,2021-09-30,30630247200.0,1255338
36328K,티와이홀딩스우,23750.0,,,,,0.0,0.0,,,2021-10-29,29814277500.0,1255338
36328K,티와이홀딩스우,20650.0,,,,,0.0,0.0,,,2021-11-30,25922729700.0,1255338
36328K,티와이홀딩스우,,,,,,,,,,2021-12-31,,1255338
36328K,티와이홀딩스우,,,,,,,,,,2022-01-31,,1255338
36328K,티와이홀딩스우,21350.0,,,,,0.0,0.0,,,2022-02-28,26801466300.0,1255338
36328K,티와이홀딩스우,22650.0,,,,,0.0,0.0,,,2022-03-31,28433405700.0,1255338
36328K,티와이홀딩스우,21550.0,,,,,0.0,0.0,,,2022-04-29,27052533900.0,1255338
36328K,티와이홀딩스우,20150.0,,,,,0.0,0.0,,,2022-05-31,25295060700.0,1255338
36328K,티와이홀딩스우,15950.0,,,,,0.0,0.0,,,2022-06-30,20022641100.0,1255338
36328K,티와이홀딩스우,16100.0,,,,,0.0,0.0,,,2022-07-29,20210941800.0,1255338
36328K,티와이홀딩스우,16200.0,,,,,0.0,0.0,,,2022-08-31,20336475600.0,1255338
36328K,티와이홀딩스우,12800.0,,,,,0.0,0.0,,,2022-09-30,16068326400.0,1255338
36328K,티와이홀딩스우,11350.0,,,,,0.0,0.0,,,2022-10-31,14248086300.0,1255338
36328K,티와이홀딩스우,12450.0,,,,,0.0,0.0,,,2022-11-30,15628958100.0,1255338
36328K,티와이홀딩스우,,,,,,,,,,2022-12-30,,1255338
36328K,티와이홀딩스우,12520.0,,,,,0.0,0.0,,,2023-01-31,15716831760.0,1255338
36328K,티와이홀딩스우,13190.0,,,,,0.0,0.0,,,2023-02-28,16557908220.0,1255338
36328K,티와이홀딩스우,10650.0,,,,,0.0,0.0,,,2023-03-31,13369349700.0,1255338
36328K,티와이홀딩스우,10680.0,,,,,0.0,0.0,,,2023-04-28,13407009840.0,1255338
36328K,티와이홀딩스우,10680.0,,,,,175.0,1.64,,,2023-05-31,13275389520.0,1243014
36328K,티와이홀딩스우,9980.0,,,,,175.0,1.75,,,2023-06-30,12405279720.0,1243014
36328K,티와이홀딩스우,8100.0,,,,,175.0,2.16,,,2023-07-31,10068413400.0,1243014
36328K,티와이홀딩스우,7830.0,,,,,175.0,2.23,,,2023-08-31,9732799620.0,1243014
36328K,티와이홀딩스우,,,,,,,,,,2023-09-29,,1243014
36328K,티와이홀딩스우,6570.0,,,,,175.0,2.66,,,2023-10-31,8166601980.0,1243014
36328K,티와이홀딩스우,7680.0,,,,,175.0,2.28,,,2023-11-30,9546347520.0,1243014
36328K,티와이홀딩스우,,,,,,,,,,2023-12-29,,1243014
36328K,티와이홀딩스우,6750.0,,,,,175.0,2.59,,,2024-01-31,8390344500.0,1243014
36328K,티와이홀딩스우,6000.0,,,,,175.0,2.92,,,2024-02-29,7458084000.0,1243014
36328K,티와이홀딩스우,7000.0,,,,,175.0,2.5,,,2024-03-29,8701098000.0,1243014
36328K,티와이홀딩스우,5360.0,,,,,175.0,3.26,,,2024-04-30,6662555040.0,1243014
36328K,티와이홀딩스우,5050.0,,,,,0.0,0.0,,,2024-05-31,6277220700.0,1243014
36328K,티와이홀딩스우,4990.0,,,,,0.0,0.0,,,2024-06-28,6202639860.0,1243014
36328K,티와이홀딩스우,5360.0,,,,,0.0,0.0,,,2024-07-31,6662555040.0,1243014
36328K,티와이홀딩스우,4950.0,,,,,0.0,0.0,,,2024-08-30,6152919300.0,1243014
36328K,티와이홀딩스우,4750.0,,,,,0.0,0.0,,,2024-09-30,5904316500.0,1243014
36328K,티와이홀딩스우,4980.0,,,,,0.0,0.0,,,2024-10-31,6190209720.0,1243014
36328K,티와이홀딩스우,4370.0,,,,,0.0,0.0,,,2024-11-29,5431971180.0,1243014
36328K,티와이홀딩스우,,,,,,,,,,2024-12-31,,1243014
36328K,티와이홀딩스우,4100.0,,,,,0.0,0.0,,,2025-01-31,5096357400.0,1243014
36328K,티와이홀딩스우,3910.0,,,,,0.0,0.0,,,2025-02-28,4860184740.0,1243014
36328K,티와이홀딩스우,3620.0,,,,,0.0,0.0,,,2025-03-31,4499710680.0,1243014
36328K,티와이홀딩스우,5000.0,,,,,0.0,0.0,,,2025-04-30,6215070000.0,1243014
36328K,티와이홀딩스우,3920.0,,,,,0.0,0.0,,,2025-05-30,4872614880.0,1243014
36328K,티와이홀딩스우,6530.0,,,,,0.0,0.0,,,2025-06-30,8116881420.0,1243014
36328K,티와이홀딩스우,5480.0,,,,,0.0,0.0,,,2025-07-31,6811716720.0,1243014
36328K,티와이홀딩스우,5630.0,,,,,0.0,0.0,,,2025-08-29,6998168820.0,1243014
36328K,티와이홀딩스우,5600.0,,,,,0.0,0.0,,,2025-09-30,6960878400.0,1243014
36328K,티와이홀딩스우,4550.0,,,,,0.0,0.0,,,2025-10-31,5655713700.0,1243014
36328K,티와이홀딩스우,4450.0,,,,,0.0,0.0,,,2025-11-28,5531412300.0,1243014
