symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
28513K,SK케미칼우,40750.0,,,,,0.0,0.0,,,2018-01-31,59440802500.0,1458670
28513K,SK케미칼우,35850.0,,,,,0.0,0.0,,,2018-02-28,52293319500.0,1458670
28513K,SK케미칼우,33700.0,,,,,0.0,0.0,,,2018-03-30,49157179000.0,1458670
28513K,SK케미칼우,33850.0,,,,,0.0,0.0,,,2018-04-30,49375979500.0,1458670
28513K,SK케미칼우,32100.0,,,,,0.0,0.0,,,2018-05-31,46823307000.0,1458670
28513K,SK케미칼우,30950.0,,,,,0.0,0.0,,,2018-06-29,45145836500.0,1458670
28513K,SK케미칼우,29650.0,,,,,0.0,0.0,,,2018-07-31,43249565500.0,1458670
28513K,SK케미칼우,30050.0,,,,,0.0,0.0,,,2018-08-31,43833033500.0,1458670
28513K,SK케미칼우,30500.0,,,,,0.0,0.0,,,2018-09-28,44489435000.0,1458670
28513K,SK케미칼우,21900.0,,,,,0.0,0.0,,,2018-10-31,31944873000.0,1458670
28513K,SK케미칼우,25750.0,,,,,0.0,0.0,,,2018-11-30,37560752500.0,1458670
28513K,SK케미칼우,,,,,,,,,,2018-12-31,,1458670
28513K,SK케미칼우,24300.0,,,,,0.0,0.0,,,2019-01-31,35445681000.0,1458670
28513K,SK케미칼우,26050.0,,,,,0.0,0.0,,,2019-02-28,37998353500.0,1458670
28513K,SK케미칼우,24000.0,,,,,0.0,0.0,,,2019-03-29,35008080000.0,1458670
28513K,SK케미칼우,26650.0,,,,,0.0,0.0,,,2019-04-30,38873555500.0,1458670
28513K,SK케미칼우,23000.0,,,,,450.0,1.96,,,2019-05-31,33549410000.0,1458670
28513K,SK케미칼우,24300.0,,,,,450.0,1.85,,,2019-06-28,35445681000.0,1458670
28513K,SK케미칼우,21400.0,,,,,450.0,2.1,,,2019-07-31,31215538000.0,1458670
28513K,SK케미칼우,19500.0,,,,,450.0,2.31,,,2019-08-30,28444065000.0,1458670
28513K,SK케미칼우,20400.0,,,,,450.0,2.21,,,2019-09-30,29756868000.0,1458670
28513K,SK케미칼우,20750.0,,,,,450.0,2.17,,,2019-10-31,30267402500.0,1458670
28513K,SK케미칼우,30600.0,,,,,450.0,1.47,,,2019-11-29,44635302000.0,1458670
28513K,SK케미칼우,,,,,,,,,,2019-12-31,,1458670
28513K,SK케미칼우,26200.0,,,,,450.0,1.72,,,2020-01-31,38217154000.0,1458670
28513K,SK케미칼우,26200.0,,,,,450.0,1.72,,,2020-02-28,38217154000.0,1458670
28513K,SK케미칼우,29500.0,,,,,450.0,1.53,,,2020-03-31,43030765000.0,1458670
28513K,SK케미칼우,,,,,,,,,,2020-04-30,,1458670
28513K,SK케미칼우,38400.0,,,,,500.0,1.3,,,2020-05-29,56012928000.0,1458670
28513K,SK케미칼우,82800.0,,,,,500.0,0.6,,,2020-06-30,120777876000.0,1458670
28513K,SK케미칼우,175000.0,,,,,500.0,0.29,,,2020-07-31,255267250000.0,1458670
28513K,SK케미칼우,191000.0,,,,,500.0,0.26,,,2020-08-31,278605970000.0,1458670
28513K,SK케미칼우,,,,,,,,,,2020-09-30,,1458670
28513K,SK케미칼우,175000.0,,,,,500.0,0.29,,,2020-10-30,255267250000.0,1458670
28513K,SK케미칼우,191500.0,,,,,500.0,0.26,,,2020-11-30,279335305000.0,1458670
28513K,SK케미칼우,,,,,,,,,,2020-12-31,,1458670
28513K,SK케미칼우,185500.0,,,,,500.0,0.27,,,2021-01-29,270583285000.0,1458670
28513K,SK케미칼우,183000.0,,,,,500.0,0.27,,,2021-02-26,266936610000.0,1458670
28513K,SK케미칼우,116000.0,,,,,500.0,0.43,,,2021-03-31,169205720000.0,1458670
28513K,SK케미칼우,123000.0,,,,,500.0,0.41,,,2021-04-30,179416410000.0,1458670
28513K,SK케미칼우,117500.0,,,,,2050.0,1.74,,,2021-05-31,171393725000.0,1458670
28513K,SK케미칼우,112500.0,,,,,2050.0,1.82,,,2021-06-30,164100375000.0,1458670
28513K,SK케미칼우,102500.0,,,,,2050.0,2.0,,,2021-07-30,149513675000.0,1458670
28513K,SK케미칼우,133000.0,,,,,2050.0,1.54,,,2021-08-31,194003110000.0,1458670
28513K,SK케미칼우,156000.0,,,,,2050.0,1.31,,,2021-09-30,227552520000.0,1458670
28513K,SK케미칼우,110500.0,,,,,2050.0,1.86,,,2021-10-29,161183035000.0,1458670
28513K,SK케미칼우,77500.0,,,,,2050.0,2.65,,,2021-11-30,163945747500.0,2115429
28513K,SK케미칼우,,,,,,,,,,2021-12-31,,2115429
28513K,SK케미칼우,,,,,,,,,,2022-01-31,,2115429
28513K,SK케미칼우,65000.0,,,,,2050.0,3.15,,,2022-02-28,137502885000.0,2115429
28513K,SK케미칼우,68200.0,,,,,2050.0,3.01,,,2022-03-31,144272257800.0,2115429
28513K,SK케미칼우,64700.0,,,,,2050.0,3.17,,,2022-04-29,136868256300.0,2115429
28513K,SK케미칼우,62900.0,,,,,3050.0,4.85,,,2022-05-31,133060484100.0,2115429
28513K,SK케미칼우,48950.0,,,,,3050.0,6.23,,,2022-06-30,103550249550.0,2115429
28513K,SK케미칼우,52500.0,,,,,3050.0,5.81,,,2022-07-29,111060022500.0,2115429
28513K,SK케미칼우,50800.0,,,,,3050.0,6.0,,,2022-08-31,107463793200.0,2115429
28513K,SK케미칼우,41500.0,,,,,3050.0,7.35,,,2022-09-30,87790303500.0,2115429
28513K,SK케미칼우,39900.0,,,,,3050.0,7.64,,,2022-10-31,84405617100.0,2115429
