symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
02826K,삼성물산우B,98900.0,,,,,0.0,0.0,,,2015-09-30,160953816000.0,1627440
02826K,삼성물산우B,108000.0,,,,,0.0,0.0,,,2015-10-30,175763520000.0,1627440
02826K,삼성물산우B,118500.0,,,,,0.0,0.0,,,2015-11-30,192851640000.0,1627440
02826K,삼성물산우B,,,,,,,,,,2015-12-31,,1627440
02826K,삼성물산우B,119000.0,,,,,0.0,0.0,,,2016-01-29,193665360000.0,1627440
02826K,삼성물산우B,117500.0,,,,,0.0,0.0,,,2016-02-29,191224200000.0,1627440
02826K,삼성물산우B,111500.0,,,,,0.0,0.0,,,2016-03-31,181459560000.0,1627440
02826K,삼성물산우B,102500.0,,,,,0.0,0.0,,,2016-04-29,166812600000.0,1627440
02826K,삼성물산우B,96000.0,,,,,550.0,0.57,,,2016-05-31,156234240000.0,1627440
02826K,삼성물산우B,89000.0,,,,,550.0,0.62,,,2016-06-30,144842160000.0,1627440
02826K,삼성물산우B,97700.0,,,,,550.0,0.56,,,2016-07-29,159000888000.0,1627440
02826K,삼성물산우B,103500.0,,,,,550.0,0.53,,,2016-08-31,168440040000.0,1627440
02826K,삼성물산우B,105000.0,,,,,550.0,0.52,,,2016-09-30,170881200000.0,1627440
02826K,삼성물산우B,110000.0,,,,,550.0,0.5,,,2016-10-31,179018400000.0,1627440
02826K,삼성물산우B,94300.0,,,,,550.0,0.58,,,2016-11-30,153467592000.0,1627440
02826K,삼성물산우B,,,,,,,,,,2016-12-30,,1627440
02826K,삼성물산우B,86300.0,,,,,550.0,0.64,,,2017-01-31,140448072000.0,1627440
02826K,삼성물산우B,81900.0,,,,,550.0,0.67,,,2017-02-28,133287336000.0,1627440
02826K,삼성물산우B,81400.0,,,,,550.0,0.68,,,2017-03-31,132473616000.0,1627440
02826K,삼성물산우B,78700.0,,,,,550.0,0.7,,,2017-04-28,128079528000.0,1627440
02826K,삼성물산우B,85900.0,,,,,600.0,0.7,,,2017-05-31,139797096000.0,1627440
