symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
00806K,대덕전자1우,,,,,,,,,,2018-12-31,,3307876
00806K,대덕전자1우,5850.0,,,,,0.0,0.0,,,2019-01-31,19351074600.0,3307876
00806K,대덕전자1우,5800.0,,,,,0.0,0.0,,,2019-02-28,19185680800.0,3307876
00806K,대덕전자1우,5700.0,,,,,0.0,0.0,,,2019-03-29,18854893200.0,3307876
00806K,대덕전자1우,6160.0,,,,,0.0,0.0,,,2019-04-30,20376516160.0,3307876
00806K,대덕전자1우,6420.0,,,,,305.0,4.75,,,2019-05-31,21236563920.0,3307876
00806K,대덕전자1우,6400.0,,,,,305.0,4.77,,,2019-06-28,21170406400.0,3307876
00806K,대덕전자1우,6190.0,,,,,305.0,4.93,,,2019-07-31,20475752440.0,3307876
00806K,대덕전자1우,6040.0,,,,,305.0,5.05,,,2019-08-30,19979571040.0,3307876
00806K,대덕전자1우,6420.0,,,,,305.0,4.75,,,2019-09-30,21236563920.0,3307876
00806K,대덕전자1우,6300.0,,,,,305.0,4.84,,,2019-10-31,20839618800.0,3307876
00806K,대덕전자1우,6340.0,,,,,305.0,4.81,,,2019-11-29,20971933840.0,3307876
00806K,대덕전자1우,,,,,,,,,,2019-12-31,,3307876
00806K,대덕전자1우,6170.0,,,,,305.0,4.94,,,2020-01-31,20409594920.0,3307876
00806K,대덕전자1우,5920.0,,,,,305.0,5.15,,,2020-02-28,19582625920.0,3307876
00806K,대덕전자1우,5070.0,,,,,305.0,6.02,,,2020-03-31,16770931320.0,3307876
00806K,대덕전자1우,,,,,,,,,,2020-04-30,,3307876
00806K,대덕1우,5730.0,,,,,305.0,5.32,,,2020-05-29,6946805610.0,1212357
00806K,대덕1우,5670.0,,,,,305.0,5.38,,,2020-06-30,6874064190.0,1212357
00806K,대덕1우,6840.0,,,,,305.0,4.46,,,2020-07-31,8292521880.0,1212357
00806K,대덕1우,6000.0,,,,,305.0,5.08,,,2020-08-31,7274142000.0,1212357
00806K,대덕1우,,,,,,,,,,2020-09-30,,1212357
00806K,대덕1우,12300.0,,,,,305.0,2.48,,,2020-10-30,14911991100.0,1212357
00806K,대덕1우,9370.0,,,,,305.0,3.26,,,2020-11-30,11359785090.0,1212357
00806K,대덕1우,,,,,,,,,,2020-12-31,,1212357
00806K,대덕1우,8180.0,,,,,305.0,3.73,,,2021-01-29,9917080260.0,1212357
00806K,대덕1우,7830.0,,,,,305.0,3.9,,,2021-02-26,9492755310.0,1212357
00806K,대덕1우,7800.0,,,,,305.0,3.91,,,2021-03-31,9456384600.0,1212357
00806K,대덕1우,11500.0,,,,,305.0,2.65,,,2021-04-30,13942105500.0,1212357
00806K,대덕1우,17600.0,,,,,305.0,1.73,,,2021-05-31,21337483200.0,1212357
00806K,대덕1우,13000.0,,,,,305.0,2.35,,,2021-06-30,15760641000.0,1212357
00806K,대덕1우,13000.0,,,,,305.0,2.35,,,2021-07-30,15760641000.0,1212357
00806K,대덕1우,11300.0,,,,,305.0,2.7,,,2021-08-31,13699634100.0,1212357
00806K,대덕1우,10400.0,,,,,305.0,2.93,,,2021-09-30,12608512800.0,1212357
00806K,대덕1우,10850.0,,,,,305.0,2.81,,,2021-10-29,13154073450.0,1212357
00806K,대덕1우,9420.0,,,,,305.0,3.24,,,2021-11-30,11420402940.0,1212357
00806K,대덕1우,,,,,,,,,,2021-12-31,,1212357
00806K,대덕1우,,,,,,,,,,2022-01-31,,1212357
00806K,대덕1우,10600.0,,,,,305.0,2.88,,,2022-02-28,12850984200.0,1212357
00806K,대덕1우,10950.0,,,,,305.0,2.79,,,2022-03-31,13275309150.0,1212357
00806K,대덕1우,11300.0,,,,,305.0,2.7,,,2022-04-29,13699634100.0,1212357
00806K,대덕1우,10200.0,,,,,305.0,2.99,,,2022-05-31,12366041400.0,1212357
00806K,대덕1우,9340.0,,,,,305.0,3.27,,,2022-06-30,11323414380.0,1212357
00806K,대덕1우,9250.0,,,,,305.0,3.3,,,2022-07-29,11214302250.0,1212357
00806K,대덕1우,9040.0,,,,,305.0,3.37,,,2022-08-31,10959707280.0,1212357
00806K,대덕1우,7370.0,,,,,305.0,4.14,,,2022-09-30,8935071090.0,1212357
00806K,대덕1우,7550.0,,,,,305.0,4.04,,,2022-10-31,9153295350.0,1212357
00806K,대덕1우,7610.0,,,,,305.0,4.01,,,2022-11-30,9226036770.0,1212357
00806K,대덕1우,,,,,,,,,,2022-12-30,,1212357
00806K,대덕1우,9290.0,,,,,305.0,3.28,,,2023-01-31,11262796530.0,1212357
00806K,대덕1우,9840.0,,,,,305.0,3.1,,,2023-02-28,11929592880.0,1212357
00806K,대덕1우,9750.0,,,,,305.0,3.13,,,2023-03-31,11820480750.0,1212357
00806K,대덕1우,9650.0,,,,,305.0,3.16,,,2023-04-28,11699245050.0,1212357
00806K,대덕1우,9400.0,,,,,405.0,4.31,,,2023-05-31,11396155800.0,1212357
00806K,대덕1우,9450.0,,,,,405.0,4.29,,,2023-06-30,11456773650.0,1212357
00806K,대덕1우,9130.0,,,,,405.0,4.44,,,2023-07-31,11068819410.0,1212357
00806K,대덕1우,9080.0,,,,,405.0,4.46,,,2023-08-31,11008201560.0,1212357
00806K,대덕1우,,,,,,,,,,2023-09-29,,1212357
00806K,대덕1우,7420.0,,,,,405.0,5.46,,,2023-10-31,8995688940.0,1212357
00806K,대덕1우,8620.0,,,,,405.0,4.7,,,2023-11-30,10450517340.0,1212357
00806K,대덕1우,,,,,,,,,,2023-12-29,,1212357
00806K,대덕1우,7190.0,,,,,405.0,5.63,,,2024-01-31,8716846830.0,1212357
00806K,대덕1우,7480.0,,,,,405.0,5.41,,,2024-02-29,9068430360.0,1212357
00806K,대덕1우,7390.0,,,,,405.0,5.48,,,2024-03-29,8959318230.0,1212357
00806K,대덕1우,7150.0,,,,,405.0,5.66,,,2024-04-30,8668352550.0,1212357
00806K,대덕1우,7070.0,,,,,405.0,5.73,,,2024-05-31,8571363990.0,1212357
00806K,대덕1우,7000.0,,,,,405.0,5.79,,,2024-06-28,8486499000.0,1212357
00806K,대덕1우,6920.0,,,,,405.0,5.85,,,2024-07-31,8389510440.0,1212357
00806K,대덕1우,6670.0,,,,,405.0,6.07,,,2024-08-30,8086421190.0,1212357
00806K,대덕1우,6430.0,,,,,405.0,6.3,,,2024-09-30,7795455510.0,1212357
00806K,대덕1우,6660.0,,,,,405.0,6.08,,,2024-10-31,8074297620.0,1212357
00806K,대덕1우,7000.0,,,,,405.0,5.79,,,2024-11-29,8486499000.0,1212357
00806K,대덕1우,,,,,,,,,,2024-12-31,,1212357
00806K,대덕1우,7070.0,,,,,405.0,5.73,,,2025-01-31,8571363990.0,1212357
00806K,대덕1우,7370.0,,,,,405.0,5.5,,,2025-02-28,8935071090.0,1212357
00806K,대덕1우,7100.0,,,,,405.0,5.7,,,2025-03-31,8607734700.0,1212357
00806K,대덕1우,7940.0,,,,,405.0,5.1,,,2025-04-30,9626114580.0,1212357
00806K,대덕1우,8100.0,,,,,505.0,6.23,,,2025-05-30,9820091700.0,1212357
00806K,대덕1우,8750.0,,,,,505.0,5.77,,,2025-06-30,10608123750.0,1212357
00806K,대덕1우,8520.0,,,,,505.0,5.93,,,2025-07-31,10329281640.0,1212357
00806K,대덕1우,8240.0,,,,,505.0,6.13,,,2025-08-29,9989821680.0,1212357
00806K,대덕1우,8520.0,,,,,505.0,5.93,,,2025-09-30,10329281640.0,1212357
00806K,대덕1우,9030.0,,,,,505.0,5.59,,,2025-10-31,10947583710.0,1212357
00806K,대덕1우,9280.0,,,,,505.0,5.44,,,2025-11-28,11250672960.0,1212357
