symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
00088K,한화3우B,18900.0,,,,,0.0,0.0,,,2016-10-31,424720800000.0,22472000
00088K,한화3우B,16950.0,,,,,0.0,0.0,,,2016-11-30,380900400000.0,22472000
00088K,한화3우B,,,,,,,,,,2016-12-30,,22472000
00088K,한화3우B,16600.0,,,,,0.0,0.0,,,2017-01-31,373035200000.0,22472000
00088K,한화3우B,16700.0,,,,,0.0,0.0,,,2017-02-28,375282400000.0,22472000
00088K,한화3우B,16450.0,,,,,0.0,0.0,,,2017-03-31,369664400000.0,22472000
00088K,한화3우B,17500.0,,,,,0.0,0.0,,,2017-04-28,393260000000.0,22472000
00088K,한화3우B,20050.0,,,,,680.0,3.39,,,2017-05-31,450563600000.0,22472000
00088K,한화3우B,20100.0,,,,,680.0,3.38,,,2017-06-30,451687200000.0,22472000
00088K,한화3우B,20000.0,,,,,680.0,3.4,,,2017-07-31,449440000000.0,22472000
00088K,한화3우B,20100.0,,,,,680.0,3.38,,,2017-08-31,451687200000.0,22472000
00088K,한화3우B,18900.0,,,,,680.0,3.6,,,2017-09-29,424720800000.0,22472000
00088K,한화3우B,18900.0,,,,,680.0,3.6,,,2017-10-31,424720800000.0,22472000
00088K,한화3우B,18150.0,,,,,680.0,3.75,,,2017-11-30,407866800000.0,22472000
00088K,한화3우B,,,,,,,,,,2017-12-29,,22472000
00088K,한화3우B,19400.0,,,,,680.0,3.51,,,2018-01-31,435956800000.0,22472000
00088K,한화3우B,18050.0,,,,,680.0,3.77,,,2018-02-28,405619600000.0,22472000
00088K,한화3우B,16700.0,,,,,680.0,4.07,,,2018-03-30,375282400000.0,22472000
00088K,한화3우B,17050.0,,,,,680.0,3.99,,,2018-04-30,383147600000.0,22472000
00088K,한화3우B,16300.0,,,,,646.0,3.96,,,2018-05-31,366293600000.0,22472000
00088K,한화3우B,15300.0,,,,,646.0,4.22,,,2018-06-29,343821600000.0,22472000
00088K,한화3우B,15150.0,,,,,646.0,4.26,,,2018-07-31,340450800000.0,22472000
00088K,한화3우B,14650.0,,,,,646.0,4.41,,,2018-08-31,329214800000.0,22472000
00088K,한화3우B,14800.0,,,,,646.0,4.36,,,2018-09-28,332585600000.0,22472000
