symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
37550L,DL이앤씨2우(전환),44850.0,,,,,0.0,0.0,,,2022-04-29,94721002350.0,2111951
37550L,DL이앤씨2우(전환),40200.0,,,,,0.0,0.0,,,2022-05-31,84900430200.0,2111951
37550L,DL이앤씨2우(전환),35150.0,,,,,0.0,0.0,,,2022-06-30,74235077650.0,2111951
37550L,DL이앤씨2우(전환),33900.0,,,,,0.0,0.0,,,2022-07-29,71595138900.0,2111951
37550L,DL이앤씨2우(전환),33850.0,,,,,0.0,0.0,,,2022-08-31,71489541350.0,2111951
37550L,DL이앤씨2우(전환),27700.0,,,,,0.0,0.0,,,2022-09-30,58501042700.0,2111951
37550L,DL이앤씨2우(전환),27150.0,,,,,0.0,0.0,,,2022-10-31,57339469650.0,2111951
37550L,DL이앤씨2우(전환),29450.0,,,,,0.0,0.0,,,2022-11-30,62196956950.0,2111951
37550L,DL이앤씨2우(전환),,,,,,,,,,2022-12-30,,2111951
37550L,DL이앤씨2우(전환),26900.0,,,,,0.0,0.0,,,2023-01-31,56811481900.0,2111951
37550L,DL이앤씨2우(전환),24000.0,,,,,0.0,0.0,,,2023-02-28,50686824000.0,2111951
37550L,DL이앤씨2우(전환),22350.0,,,,,0.0,0.0,,,2023-03-31,47202104850.0,2111951
37550L,DL이앤씨2우(전환),25000.0,,,,,0.0,0.0,,,2023-04-28,52798775000.0,2111951
37550L,DL이앤씨2우(전환),25950.0,,,,,1000.0,3.85,,,2023-05-31,54805128450.0,2111951
37550L,DL이앤씨2우(전환),24300.0,,,,,1000.0,4.12,,,2023-06-30,51320409300.0,2111951
37550L,DL이앤씨2우(전환),21800.0,,,,,1000.0,4.59,,,2023-07-31,46040531800.0,2111951
37550L,DL이앤씨2우(전환),22100.0,,,,,1000.0,4.52,,,2023-08-31,46674117100.0,2111951
37550L,DL이앤씨2우(전환),,,,,,,,,,2023-09-29,,2111951
37550L,DL이앤씨2우(전환),22700.0,,,,,1000.0,4.41,,,2023-10-31,47941287700.0,2111951
37550L,DL이앤씨2우(전환),24550.0,,,,,1000.0,4.07,,,2023-11-30,51848397050.0,2111951
37550L,DL이앤씨2우(전환),,,,,,,,,,2023-12-29,,2111951
37550L,DL이앤씨2우(전환),26150.0,,,,,1000.0,3.82,,,2024-01-31,55227518650.0,2111951
37550L,DL이앤씨2우(전환),25050.0,,,,,1000.0,3.99,,,2024-02-29,52904372550.0,2111951
37550L,DL이앤씨2우(전환),24550.0,,,,,1000.0,4.07,,,2024-03-29,51848397050.0,2111951
37550L,DL이앤씨2우(전환),25200.0,,,,,1000.0,3.97,,,2024-04-30,53221165200.0,2111951
37550L,DL이앤씨2우(전환),23700.0,,,,,500.0,2.11,,,2024-05-31,50053238700.0,2111951
37550L,DL이앤씨2우(전환),23000.0,,,,,500.0,2.17,,,2024-06-28,48574873000.0,2111951
37550L,DL이앤씨2우(전환),23650.0,,,,,500.0,2.11,,,2024-07-31,49947641150.0,2111951
37550L,DL이앤씨2우(전환),22350.0,,,,,500.0,2.24,,,2024-08-30,47202104850.0,2111951
37550L,DL이앤씨2우(전환),20750.0,,,,,500.0,2.41,,,2024-09-30,43822983250.0,2111951
37550L,DL이앤씨2우(전환),21000.0,,,,,500.0,2.38,,,2024-10-31,44350971000.0,2111951
37550L,DL이앤씨2우(전환),22200.0,,,,,500.0,2.25,,,2024-11-29,46885312200.0,2111951
37550L,DL이앤씨2우(전환),,,,,,,,,,2024-12-31,,2111951
37550L,DL이앤씨2우(전환),20550.0,,,,,500.0,2.43,,,2025-01-31,43400593050.0,2111951
37550L,DL이앤씨2우(전환),24500.0,,,,,500.0,2.04,,,2025-02-28,51742799500.0,2111951
37550L,DL이앤씨2우(전환),26000.0,,,,,500.0,1.92,,,2025-03-31,54910726000.0,2111951
37550L,DL이앤씨2우(전환),28200.0,,,,,500.0,1.77,,,2025-04-30,59557018200.0,2111951
37550L,DL이앤씨2우(전환),31300.0,,,,,540.0,1.73,,,2025-05-30,66104066300.0,2111951
37550L,DL이앤씨2우(전환),34350.0,,,,,540.0,1.57,,,2025-06-30,72545516850.0,2111951
37550L,DL이앤씨2우(전환),32900.0,,,,,540.0,1.64,,,2025-07-31,69483187900.0,2111951
37550L,DL이앤씨2우(전환),29500.0,,,,,540.0,1.83,,,2025-08-29,62302554500.0,2111951
37550L,DL이앤씨2우(전환),28900.0,,,,,540.0,1.87,,,2025-09-30,61035383900.0,2111951
37550L,DL이앤씨2우(전환),30150.0,,,,,540.0,1.79,,,2025-10-31,63675322650.0,2111951
37550L,DL이앤씨2우(전환),29300.0,,,,,540.0,1.84,,,2025-11-28,61880164300.0,2111951
