symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
33637K,두산솔루스1우,8240.0,,,,,0.0,0.0,,,2019-10-31,60699136000.0,7366400
33637K,두산솔루스1우,6910.0,,,,,0.0,0.0,,,2019-11-29,50901824000.0,7366400
33637K,두산솔루스1우,,,,,,,,,,2019-12-31,,7366400
33637K,두산솔루스1우,8340.0,,,,,0.0,0.0,,,2020-01-31,61435776000.0,7366400
33637K,두산솔루스1우,10300.0,,,,,0.0,0.0,,,2020-02-28,75873920000.0,7366400
33637K,두산솔루스1우,7220.0,,,,,0.0,0.0,,,2020-03-31,53185408000.0,7366400
33637K,두산솔루스1우,,,,,,,,,,2020-04-30,,7366400
33637K,두산솔루스1우,14700.0,,,,,0.0,0.0,,,2020-05-29,108286080000.0,7366400
33637K,두산솔루스1우,17950.0,,,,,0.0,0.0,,,2020-06-30,132226880000.0,7366400
33637K,두산솔루스1우,18050.0,,,,,0.0,0.0,,,2020-07-31,132963520000.0,7366400
33637K,두산솔루스1우,15850.0,,,,,0.0,0.0,,,2020-08-31,116757440000.0,7366400
33637K,두산솔루스1우,,,,,,,,,,2020-09-30,,7366400
33637K,두산솔루스1우,15200.0,,,,,0.0,0.0,,,2020-10-30,111969280000.0,7366400
33637K,두산솔루스1우,19750.0,,,,,0.0,0.0,,,2020-11-30,145486400000.0,7366400
33637K,솔루스첨단소재1우,,,,,,,,,,2020-12-31,,7366400
33637K,솔루스첨단소재1우,18800.0,,,,,0.0,0.0,,,2021-01-29,138488320000.0,7366400
33637K,솔루스첨단소재1우,15050.0,,,,,0.0,0.0,,,2021-02-26,110864320000.0,7366400
33637K,솔루스첨단소재1우,14850.0,,,,,0.0,0.0,,,2021-03-31,109391040000.0,7366400
33637K,솔루스첨단소재1우,16500.0,,,,,0.0,0.0,,,2021-04-30,121545600000.0,7366400
33637K,솔루스첨단소재1우,16900.0,,,,,11.0,0.07,,,2021-05-31,124492160000.0,7366400
33637K,솔루스첨단소재1우,17300.0,,,,,11.0,0.06,,,2021-06-30,127438720000.0,7366400
33637K,솔루스첨단소재1우,17450.0,,,,,11.0,0.06,,,2021-07-30,128543680000.0,7366400
33637K,솔루스첨단소재1우,17950.0,,,,,11.0,0.06,,,2021-08-31,132226880000.0,7366400
33637K,솔루스첨단소재1우,19400.0,,,,,11.0,0.06,,,2021-09-30,142908160000.0,7366400
33637K,솔루스첨단소재1우,21600.0,,,,,11.0,0.05,,,2021-10-29,159114240000.0,7366400
33637K,솔루스첨단소재1우,24700.0,,,,,11.0,0.04,,,2021-11-30,181950080000.0,7366400
33637K,솔루스첨단소재1우,,,,,,,,,,2021-12-31,,7366400
33637K,솔루스첨단소재1우,,,,,,,,,,2022-01-31,,7366400
33637K,솔루스첨단소재1우,17550.0,,,,,11.0,0.06,,,2022-02-28,129280320000.0,7366400
33637K,솔루스첨단소재1우,17300.0,,,,,11.0,0.06,,,2022-03-31,127438720000.0,7366400
33637K,솔루스첨단소재1우,16850.0,,,,,11.0,0.07,,,2022-04-29,124123840000.0,7366400
33637K,솔루스첨단소재1우,15150.0,,,,,101.0,0.67,,,2022-05-31,128096567850.0,8455219
33637K,솔루스첨단소재1우,11100.0,,,,,101.0,0.91,,,2022-06-30,93852930900.0,8455219
33637K,솔루스첨단소재1우,10100.0,,,,,101.0,1.0,,,2022-07-29,85397711900.0,8455219
33637K,솔루스첨단소재1우,10350.0,,,,,101.0,0.98,,,2022-08-31,87511516650.0,8455219
33637K,솔루스첨단소재1우,8180.0,,,,,101.0,1.23,,,2022-09-30,69163691420.0,8455219
33637K,솔루스첨단소재1우,8570.0,,,,,101.0,1.18,,,2022-10-31,72461226830.0,8455219
33637K,솔루스첨단소재1우,9780.0,,,,,101.0,1.03,,,2022-11-30,82692041820.0,8455219
33637K,솔루스첨단소재1우,,,,,,,,,,2022-12-30,,8455219
33637K,솔루스첨단소재1우,9180.0,,,,,101.0,1.1,,,2023-01-31,77618910420.0,8455219
33637K,솔루스첨단소재1우,10890.0,,,,,101.0,0.93,,,2023-02-28,92077334910.0,8455219
33637K,솔루스첨단소재1우,10270.0,,,,,101.0,0.98,,,2023-03-31,86835099130.0,8455219
33637K,솔루스첨단소재1우,9500.0,,,,,101.0,1.06,,,2023-04-28,80324580500.0,8455219
33637K,솔루스첨단소재1우,9310.0,,,,,101.0,1.08,,,2023-05-31,78718088890.0,8455219
33637K,솔루스첨단소재1우,8540.0,,,,,101.0,1.18,,,2023-06-30,72207570260.0,8455219
33637K,솔루스첨단소재1우,7660.0,,,,,101.0,1.32,,,2023-07-31,64766977540.0,8455219
33637K,솔루스첨단소재1우,7040.0,,,,,101.0,1.43,,,2023-08-31,59524741760.0,8455219
33637K,솔루스첨단소재1우,,,,,,,,,,2023-09-29,,8455219
33637K,솔루스첨단소재1우,5050.0,,,,,101.0,2.0,,,2023-10-31,42698855950.0,8455219
33637K,솔루스첨단소재1우,5280.0,,,,,101.0,1.91,,,2023-11-30,44643556320.0,8455219
33637K,솔루스첨단소재1우,,,,,,,,,,2023-12-29,,8455219
33637K,솔루스첨단소재1우,2740.0,,,,,101.0,3.69,,,2024-01-31,46330018840.0,16908766
33637K,솔루스첨단소재1우,2810.0,,,,,101.0,3.59,,,2024-02-29,47513632460.0,16908766
33637K,솔루스첨단소재1우,3005.0,,,,,101.0,3.36,,,2024-03-29,50810841830.0,16908766
33637K,솔루스첨단소재1우,3415.0,,,,,101.0,2.96,,,2024-04-30,57743435890.0,16908766
33637K,솔루스첨단소재1우,3265.0,,,,,101.0,3.09,,,2024-05-31,55207120990.0,16908766
33637K,솔루스첨단소재1우,3220.0,,,,,101.0,3.14,,,2024-06-28,54446226520.0,16908766
33637K,솔루스첨단소재1우,2905.0,,,,,101.0,3.48,,,2024-07-31,49119965230.0,16908766
33637K,솔루스첨단소재1우,2555.0,,,,,101.0,3.95,,,2024-08-30,43201897130.0,16908766
33637K,솔루스첨단소재1우,2600.0,,,,,101.0,3.88,,,2024-09-30,43962791600.0,16908766
33637K,솔루스첨단소재1우,2840.0,,,,,101.0,3.56,,,2024-10-31,48020895440.0,16908766
33637K,솔루스첨단소재1우,2035.0,,,,,101.0,4.96,,,2024-11-29,34409338810.0,16908766
33637K,솔루스첨단소재1우,,,,,,,,,,2024-12-31,,16908766
33637K,솔루스첨단소재1우,2275.0,,,,,101.0,4.44,,,2025-01-31,38467442650.0,16908766
33637K,솔루스첨단소재1우,2035.0,,,,,101.0,4.96,,,2025-02-28,34409338810.0,16908766
33637K,솔루스첨단소재1우,1715.0,,,,,101.0,5.89,,,2025-03-31,28998533690.0,16908766
33637K,솔루스첨단소재1우,1816.0,,,,,101.0,5.56,,,2025-04-30,30706319056.0,16908766
33637K,솔루스첨단소재1우,1716.0,,,,,11.0,0.64,,,2025-05-30,29015442456.0,16908766
33637K,솔루스첨단소재1우,1706.0,,,,,11.0,0.64,,,2025-06-30,28846354796.0,16908766
33637K,솔루스첨단소재1우,1891.0,,,,,11.0,0.58,,,2025-07-31,31974476506.0,16908766
33637K,솔루스첨단소재1우,1640.0,,,,,11.0,0.67,,,2025-08-29,27730376240.0,16908766
33637K,솔루스첨단소재1우,1808.0,,,,,11.0,0.61,,,2025-09-30,30571048928.0,16908766
33637K,솔루스첨단소재1우,1925.0,,,,,11.0,0.57,,,2025-10-31,32549374550.0,16908766
33637K,솔루스첨단소재1우,2140.0,,,,,11.0,0.51,,,2025-11-28,36184759240.0,16908766
