symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
37550K,DL이앤씨우,72300.0,,,,,0.0,0.0,,,2021-01-29,152833885500.0,2113885
37550K,DL이앤씨우,70800.0,,,,,0.0,0.0,,,2021-02-26,149663058000.0,2113885
37550K,DL이앤씨우,73600.0,,,,,0.0,0.0,,,2021-03-31,155581936000.0,2113885
37550K,DL이앤씨우,77600.0,,,,,0.0,0.0,,,2021-04-30,164037476000.0,2113885
37550K,DL이앤씨우,77800.0,,,,,0.0,0.0,,,2021-05-31,164460253000.0,2113885
37550K,DL이앤씨우,79900.0,,,,,0.0,0.0,,,2021-06-30,168899411500.0,2113885
37550K,DL이앤씨우,80300.0,,,,,0.0,0.0,,,2021-07-30,169744965500.0,2113885
37550K,DL이앤씨우,79000.0,,,,,0.0,0.0,,,2021-08-31,166996915000.0,2113885
37550K,DL이앤씨우,76200.0,,,,,0.0,0.0,,,2021-09-30,161078037000.0,2113885
37550K,DL이앤씨우,77400.0,,,,,0.0,0.0,,,2021-10-29,163614699000.0,2113885
37550K,DL이앤씨우,68500.0,,,,,0.0,0.0,,,2021-11-30,144801122500.0,2113885
37550K,DL이앤씨우,,,,,,,,,,2021-12-31,,2113885
37550K,DL이앤씨우,,,,,,,,,,2022-01-31,,2113885
37550K,DL이앤씨우,67200.0,,,,,0.0,0.0,,,2022-02-28,142053072000.0,2113885
37550K,DL이앤씨우,82900.0,,,,,0.0,0.0,,,2022-03-31,175241066500.0,2113885
37550K,DL이앤씨우,36750.0,,,,,0.0,0.0,,,2022-04-29,77685273750.0,2113885
37550K,DL이앤씨우,34900.0,,,,,2750.0,7.88,,,2022-05-31,73774586500.0,2113885
37550K,DL이앤씨우,28800.0,,,,,2750.0,9.55,,,2022-06-30,60879888000.0,2113885
37550K,DL이앤씨우,28500.0,,,,,2750.0,9.65,,,2022-07-29,60245722500.0,2113885
37550K,DL이앤씨우,30000.0,,,,,2750.0,9.17,,,2022-08-31,63416550000.0,2113885
37550K,DL이앤씨우,24600.0,,,,,2750.0,11.18,,,2022-09-30,52001571000.0,2113885
37550K,DL이앤씨우,22450.0,,,,,2750.0,12.25,,,2022-10-31,47456718250.0,2113885
37550K,DL이앤씨우,26250.0,,,,,2750.0,10.48,,,2022-11-30,55489481250.0,2113885
37550K,DL이앤씨우,,,,,,,,,,2022-12-30,,2113885
37550K,DL이앤씨우,23300.0,,,,,2750.0,11.8,,,2023-01-31,49253520500.0,2113885
37550K,DL이앤씨우,21500.0,,,,,2750.0,12.79,,,2023-02-28,45448527500.0,2113885
37550K,DL이앤씨우,19680.0,,,,,2750.0,13.97,,,2023-03-31,41601256800.0,2113885
37550K,DL이앤씨우,20600.0,,,,,2750.0,13.35,,,2023-04-28,43546031000.0,2113885
37550K,DL이앤씨우,21200.0,,,,,1050.0,4.95,,,2023-05-31,44814362000.0,2113885
37550K,DL이앤씨우,20100.0,,,,,1050.0,5.22,,,2023-06-30,42489088500.0,2113885
37550K,DL이앤씨우,19520.0,,,,,1050.0,5.38,,,2023-07-31,41263035200.0,2113885
37550K,DL이앤씨우,18120.0,,,,,1050.0,5.79,,,2023-08-31,38303596200.0,2113885
37550K,DL이앤씨우,,,,,,,,,,2023-09-29,,2113885
37550K,DL이앤씨우,17740.0,,,,,1050.0,5.92,,,2023-10-31,37500319900.0,2113885
37550K,DL이앤씨우,19050.0,,,,,1050.0,5.51,,,2023-11-30,40269509250.0,2113885
37550K,DL이앤씨우,,,,,,,,,,2023-12-29,,2113885
37550K,DL이앤씨우,19900.0,,,,,1050.0,5.28,,,2024-01-31,42066311500.0,2113885
37550K,DL이앤씨우,18980.0,,,,,1050.0,5.53,,,2024-02-29,40121537300.0,2113885
37550K,DL이앤씨우,18520.0,,,,,1050.0,5.67,,,2024-03-29,39149150200.0,2113885
37550K,DL이앤씨우,18600.0,,,,,1050.0,5.65,,,2024-04-30,39318261000.0,2113885
37550K,DL이앤씨우,17890.0,,,,,550.0,3.07,,,2024-05-31,37817402650.0,2113885
