symbol,name,close,per,pbr,eps,bps,dps,div_yield,fwd_eps,fwd_per,date,market_cap,shares_outstanding
00279K,아모레G3우(전환),,,,,,,,,,2019-12-31,,7092200
00279K,아모레G3우(전환),48450.0,,,,,0.0,0.0,,,2020-01-31,343617090000.0,7092200
00279K,아모레G3우(전환),42600.0,,,,,0.0,0.0,,,2020-02-28,302127720000.0,7092200
00279K,아모레G3우(전환),34500.0,,,,,0.0,0.0,,,2020-03-31,244680900000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2020-04-30,,7092200
00279K,아모레G3우(전환),34500.0,,,,,834.0,2.42,,,2020-05-29,244680900000.0,7092200
00279K,아모레G3우(전환),34050.0,,,,,834.0,2.45,,,2020-06-30,241489410000.0,7092200
00279K,아모레G3우(전환),34200.0,,,,,834.0,2.44,,,2020-07-31,242553240000.0,7092200
00279K,아모레G3우(전환),33700.0,,,,,834.0,2.47,,,2020-08-31,239007140000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2020-09-30,,7092200
00279K,아모레G3우(전환),32700.0,,,,,834.0,2.55,,,2020-10-30,231914940000.0,7092200
00279K,아모레G3우(전환),35200.0,,,,,834.0,2.37,,,2020-11-30,249645440000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2020-12-31,,7092200
00279K,아모레G3우(전환),41300.0,,,,,834.0,2.02,,,2021-01-29,292907860000.0,7092200
00279K,아모레G3우(전환),40950.0,,,,,834.0,2.04,,,2021-02-26,290425590000.0,7092200
00279K,아모레G3우(전환),40500.0,,,,,834.0,2.06,,,2021-03-31,287234100000.0,7092200
00279K,아모레G3우(전환),45000.0,,,,,834.0,1.85,,,2021-04-30,319149000000.0,7092200
00279K,아모레G3우(전환),51000.0,,,,,751.0,1.47,,,2021-05-31,361702200000.0,7092200
00279K,아모레G3우(전환),46050.0,,,,,751.0,1.63,,,2021-06-30,326595810000.0,7092200
00279K,아모레G3우(전환),40800.0,,,,,751.0,1.84,,,2021-07-30,289361760000.0,7092200
00279K,아모레G3우(전환),40400.0,,,,,751.0,1.86,,,2021-08-31,286524880000.0,7092200
00279K,아모레G3우(전환),37500.0,,,,,751.0,2.0,,,2021-09-30,265957500000.0,7092200
00279K,아모레G3우(전환),38900.0,,,,,751.0,1.93,,,2021-10-29,275886580000.0,7092200
00279K,아모레G3우(전환),32150.0,,,,,751.0,2.34,,,2021-11-30,228014230000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2021-12-31,,7092200
00279K,아모레G3우(전환),,,,,,,,,,2022-01-31,,7092200
00279K,아모레G3우(전환),38000.0,,,,,751.0,1.98,,,2022-02-28,269503600000.0,7092200
00279K,아모레G3우(전환),34750.0,,,,,751.0,2.16,,,2022-03-31,246453950000.0,7092200
00279K,아모레G3우(전환),38350.0,,,,,751.0,1.96,,,2022-04-29,271985870000.0,7092200
00279K,아모레G3우(전환),35400.0,,,,,667.0,1.88,,,2022-05-31,251063880000.0,7092200
00279K,아모레G3우(전환),32000.0,,,,,667.0,2.08,,,2022-06-30,226950400000.0,7092200
00279K,아모레G3우(전환),30850.0,,,,,667.0,2.16,,,2022-07-29,218794370000.0,7092200
00279K,아모레G3우(전환),28500.0,,,,,667.0,2.34,,,2022-08-31,202127700000.0,7092200
00279K,아모레G3우(전환),23200.0,,,,,667.0,2.88,,,2022-09-30,164539040000.0,7092200
00279K,아모레G3우(전환),20650.0,,,,,667.0,3.23,,,2022-10-31,146453930000.0,7092200
00279K,아모레G3우(전환),26400.0,,,,,667.0,2.53,,,2022-11-30,187234080000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2022-12-30,,7092200
00279K,아모레G3우(전환),31200.0,,,,,667.0,2.14,,,2023-01-31,221276640000.0,7092200
00279K,아모레G3우(전환),29650.0,,,,,667.0,2.25,,,2023-02-28,210283730000.0,7092200
00279K,아모레G3우(전환),28150.0,,,,,667.0,2.37,,,2023-03-31,199645430000.0,7092200
00279K,아모레G3우(전환),25700.0,,,,,667.0,2.6,,,2023-04-28,182269540000.0,7092200
00279K,아모레G3우(전환),20400.0,,,,,667.0,3.27,,,2023-05-31,144680880000.0,7092200
00279K,아모레G3우(전환),19930.0,,,,,667.0,3.35,,,2023-06-30,141347546000.0,7092200
00279K,아모레G3우(전환),19710.0,,,,,667.0,3.38,,,2023-07-31,139787262000.0,7092200
00279K,아모레G3우(전환),22700.0,,,,,667.0,2.94,,,2023-08-31,160992940000.0,7092200
00279K,아모레G3우(전환),,,,,,,,,,2023-09-29,,7092200
00279K,아모레G3우(전환),18560.0,,,,,667.0,3.59,,,2023-10-31,131631232000.0,7092200
